struct_id,strength,trade_name,applicant,appl_type,appl_no,approval_date,type,dose_form,route,exclusivity_date,description
4810,420MG,IMBRUVICA,PHARMACYCLICS LLC,N,210563,2018-02-16,RX,TABLET,ORAL,2024-08-02,"FDA HAS NOT RECOGNIZED ORPHAN-DRUG EXCLUSIVITY (ODE) FOR THIS DRUG, BUT IT CONTAINS THE SAME ACTIVE MOIETY OR MOIETIES AS ANOTHER DRUG(S) THAT WAS ELIGIBLE FOR ODE, AND ALSO SHARES ODE-PROTECTED USE(S) OR INDICATION(S) WITH THAT DRUG(S).  AN APPLICATION SEEKING APPROVAL FOR THE SAME ACTIVE MOIETY OR MOIETIES, INCLUDING AN ANDA THAT CITES THIS NDA AS ITS BASIS OF SUBMISSION, MAY NOT BE APPROVED FOR SUCH ODE-PROTECTED USE(S) AND INDICATION(S)"
2066,0.01MG/2ML (0.005MG/ML),ZEMPLAR,ABBVIE,N,020819,2000-02-01,RX,SOLUTION,INTRAVENOUS,2023-10-18,"FDA HAS NOT RECOGNIZED ORPHAN-DRUG EXCLUSIVITY (ODE) FOR THIS DRUG, BUT IT CONTAINS THE SAME ACTIVE MOIETY OR MOIETIES AS ANOTHER DRUG(S) THAT WAS ELIGIBLE FOR ODE, AND ALSO SHARES ODE-PROTECTED USE(S) OR INDICATION(S) WITH THAT DRUG(S).  AN APPLICATION SEEKING APPROVAL FOR THE SAME ACTIVE MOIETY OR MOIETIES, INCLUDING AN ANDA THAT CITES THIS NDA AS ITS BASIS OF SUBMISSION, MAY NOT BE APPROVED FOR SUCH ODE-PROTECTED USE(S) AND INDICATION(S)"
1725,2.5MG;500MG,SEGLUROMET,MSD SUB MERCK,N,209806,2017-12-19,RX,TABLET,ORAL,2024-09-17,"REVISION TO THE LABELING TO INCLUDE RESULTS FROM CLINICAL STUDY, MK-8835-004/B1521021, VERTIS CV"
5346,15MG,RINVOQ,ABBVIE,N,211675,2019-08-16,RX,"TABLET, EXTENDED RELEASE",ORAL,2025-03-16,TREATMENT OF ADULT PATIENTS WITH MODERATELY TO SEVERELY ACTIVE ULCERATIVE COLITIS WHO HAVE HAD AN INADEQUATE RESPONSE OR INTOLERANCE TO ONE OR MORE TNF BLOCKERS
768,EQ 75MG BASE/PACKET,PROCYSBI,HORIZON,N,213491,2020-02-14,RX,"GRANULE, DELAYED RELEASE",ORAL,2024-12-22,"FDA HAS NOT RECOGNIZED ORPHAN-DRUG EXCLUSIVITY (ODE) FOR THIS DRUG, BUT IT CONTAINS THE SAME ACTIVE MOIETY OR MOIETIES AS ANOTHER DRUG(S) THAT WAS ELIGIBLE FOR ODE, AND ALSO SHARES ODE-PROTECTED USE(S) OR INDICATION(S) WITH THAT DRUG(S).  AN APPLICATION SEEKING APPROVAL FOR THE SAME ACTIVE MOIETY OR MOIETIES, INCLUDING AN ANDA THAT CITES THIS NDA AS ITS BASIS OF SUBMISSION, MAY NOT BE APPROVED FOR SUCH ODE-PROTECTED USE(S) AND INDICATION(S)"
5352,EQ 1GM BASE/VIAL,FETROJA,SHIONOGI INC,N,209445,2019-11-14,RX,POWDER,INTRAVENOUS,2023-09-25,"INDICATED IN PATIENTS 18 YEARS OF AGE AND OLDER FOR THE TREATMENT OF HOSPITAL ACQUIRED BACTERIAL PNEUMONIA AND VENTILATOR-ASSOCIATED BACTERIAL PNEUMONIA (HABP/VABP) CAUSED BY THE FOLLOWING SUSCEPTIBLE GRAM-NEGATIVE MICROORGANISMS: ACINETOBACTER BAUMANNII COMPLEX, ESCHERICHIA COLI, ENTEROBACTER CLOACAE COMPLEX, KLEBSIELLA PNEUMONIAE, PSEUDOMONAS AERUGINOSA, AND SERRATIA MARCESCENS"
1725,12.5MG;1GM,SYNJARDY,BOEHRINGER INGELHEIM,N,206111,2015-08-26,RX,TABLET,ORAL,2026-06-20,NEW PATIENT POPULATION
4188,1GM,FERRIPROX,CHIESI,N,021825,2019-07-25,RX,TABLET,ORAL,2028-04-30,"TREATMENT OF TRANSFUSIONAL IRON OVERLOAD IN ADULT PATIENTS WITH THALASSEMIA SYNDROMES EXCLUDING ADULT PATIENTS COVERED BY THE INDICATION FOR THALASSEMIA SYNDROMES APPROVED ON OCTOBER 14, 2011"
5440,400MG/2ML (200MG/ML);600MG/2ML (300MG/ML),CABENUVA KIT,VIIV HLTHCARE,N,212888,2021-01-21,RX,"SUSPENSION, EXTENDED RELEASE",INTRAMUSCULAR,2025-01-31,NEW DOSING SCHEDULE FOR CABOTEGRAVIR/RILPIVRINE INJECTION EVERY 2 MONTHS
4180,40MG/ML,DIFICID,CUBIST PHARMS LLC,N,213138,2020-01-24,RX,FOR SUSPENSION,ORAL,2023-07-24,PEDIATRIC EXCLUSIVITY
2046,EQ 235MG BASE/20ML (EQ 11.75MG BASE/ML);EQ 0.25MG BASE/20ML (EQ 0.0125MG BASE/ML),AKYNZEO,HELSINN HLTHCARE,N,210493,2020-05-27,RX,SOLUTION,INTRAVENOUS,2023-04-19,NEW CHEMICAL ENTITY
4190,EQ 10MG BASE,JAKAFI,INCYTE CORP,N,202192,2011-11-16,RX,TABLET,ORAL,2026-11-24,PEDIATRIC EXCLUSIVITY
195,6.25MG;6.25MG;6.25MG;6.25MG,MYDAYIS,TAKEDA PHARMS USA,N,022063,2017-06-20,RX,"CAPSULE, EXTENDED RELEASE",ORAL,2023-03-13,PEDIATRIC EXCLUSIVITY
5379,50MG,AYVAKIT,BLUEPRINT MEDICINES,N,212608,2021-06-16,RX,TABLET,ORAL,2027-01-09,"INDICATED FOR THE TREATMENT OF ADULTS WITH UNRESECTABLE OR METASTATIC GIST HARBORING A PLATELET-DERIVED GROWTH FACTOR RECEPTOR ALPHA (PDGFRA) EXON 18 MUTATION, INCLUDING PDGFRA D842V MUTATIONS"
4228,25MG/PACKET,KALYDECO,VERTEX PHARMS INC,N,207925,2019-04-29,RX,GRANULE,ORAL,2024-07-31,"TREATMENT OF CYSTIC FIBROSIS (CF) IN PATIENTS AGE 2 YEARS AND OLDER WHO HAVE ONE OF THE FOLLOWING MUTATIONS IN THE CFTR GENE: 711+3A-G, E831X, 2789+5G-A, 3272-26A-G, AND 3849+10KBC-T"
5092,200MG/2.5ML (80MG/ML),DEFITELIO,JAZZ PHARMS INC,N,208114,2016-03-30,RX,SOLUTION,INTRAVENOUS,2023-03-30,"FOR THE TREATMENT OF ADULT AND PEDIATRIC PATIENTS WITH HEPATIC VENO-OCCLUSIVE DISEASE (VOD), ALSO KNOWN AS SINUSOIDAL OBSTRUCTION SYNDROME (SOS), WITH RENAL OR PULMONARY DYSFUNCTION FOLLOWING HEMATOPOIETIC STEM CELL TRANSPLANTATION (HSCT)."
1845,15MG,MORPHINE SULFATE,HIKMA,N,022207,2008-03-17,RX,TABLET,ORAL,2024-06-02,NEW PATIENT POPULATION
4802,EQ 0.5MG,MEKINIST,NOVARTIS,N,204114,2013-05-29,RX,TABLET,ORAL,2024-12-22,PEDIATRIC EXCLUSIVITY
4550,0.42-8.33mCi/ML,FLUORODOPA F18,FEINSTEIN,N,200655,2019-10-10,RX,SOLUTION,INTRAVENOUS,2024-10-10,NEW CHEMICAL ENTITY
5346,15MG,RINVOQ,ABBVIE,N,211675,2019-08-16,RX,"TABLET, EXTENDED RELEASE",ORAL,2024-08-16,NEW CHEMICAL ENTITY
5506,EQ 50MG BASE,PYRUKYND,AGIOS PHARMS INC,N,216196,2022-02-17,RX,TABLET,ORAL,2027-02-17,NEW CHEMICAL ENTITY
1407,325MG;97.5MG,COMBOGESIC,AFT PHARMS LTD,N,209471,2023-03-01,RX,TABLET,ORAL,2026-03-01,NEW PRODUCT
1539,100MG;300MG;300MG,DELSTRIGO,MSD MERCK CO,N,210807,2018-08-30,RX,TABLET,ORAL,2025-01-27,NEW PATIENT POPULATION
5459,25MG,TRUSELTIQ,HELSINN HLTHCARE,N,214622,2021-05-28,DISCN,CAPSULE,ORAL,2026-05-28,NEW CHEMICAL ENTITY
785,140MG,SPRYCEL,BRISTOL MYERS SQUIBB,N,021986,2010-10-28,RX,TABLET,ORAL,2025-05-09,PEDIATRIC EXCLUSIVITY
5201,2%,EUCRISA,ANACOR PHARMS INC,N,207695,2016-12-14,RX,OINTMENT,TOPICAL,2023-03-23,NEW PATIENT POPULATION
5345,100MG,ROZLYTREK,GENENTECH INC,N,212725,2019-08-15,RX,CAPSULE,ORAL,2026-08-15,"INDICATED FOR THE TREATMENT OF ADULT AND PEDIATRIC PATIENTS 12 YEARS OF AGE AND OLDER WITH SOLID TUMORS THAT HAVE A NEUROTROPHIC TYROSINE RECEPTOR KINASE (NTRK) GENE FUSION WITHOUT A KNOWN ACQUIRED RESISTENACE MUTATION, ARE METASTATIC OR WHERE SURGICAL RESECTION IS LIKELY TO RESULT IN SEVERE MORBIDITY, AND HAVE EITHER PROGRESSED FOLLOWING TREATMENT OR HAVE NO SATISFACTORY ALTERNATIVE THERAPY"
4382,25MG,MYRBETRIQ,APGDI,N,202611,2012-06-28,RX,"TABLET, EXTENDED RELEASE",ORAL,2024-03-25,TREATMENT OF NEUROGENIC DETRUSOR OVERACTIVITY (NDO) IN PEDIATRIC PATIENTS 3 YEARS AND OLDER AND WEIGHING 35 KILOGRAMS OR MORE
5143,25MG,ONGENTYS,NEUROCRINE,N,212489,2020-04-24,RX,CAPSULE,ORAL,2025-04-24,NEW CHEMICAL ENTITY
5226,12MG,AUSTEDO,TEVA BRANDED PHARM,N,208082,2017-04-03,RX,TABLET,ORAL,2024-10-03,PEDIATRIC EXCLUSIVITY
2446,0.2%,HYFTOR,NOBELPHARMA,N,213478,2022-03-22,RX,GEL,TOPICAL,2025-03-22,NEW PRODUCT
5399,100% w/w,DOJOLVI,ULTRAGENYX PHARM INC,N,213687,2020-06-30,RX,LIQUID,ORAL,2025-06-30,NEW CHEMICAL ENTITY
4810,70MG/ML,IMBRUVICA,PHARMACYCLICS LLC,N,217003,2022-08-24,RX,SUSPENSION,ORAL,2030-02-24,PEDIATRIC EXCLUSIVITY
4829,20MG,OTEZLA,AMGEN INC,N,205437,2014-03-21,RX,TABLET,ORAL,2023-04-10,INFORMATION ADDED TO THE CLINICAL STUDIES SECTION OF THE LABELING REGARDING THE USE OF PLAQUE PSORIASIS OF THE SCALP
3317,20MG,REVLIMID,CELGENE,N,021880,2013-06-05,RX,CAPSULE,ORAL,2026-05-28,INDICATED IN COMBINATION WITH A RITUXIMAB PRODUCT FOR THE TREATMENT OF ADULT PATIENTS WITH PREVIOUSLY TREATED FOLLICULAR LYMPHOMA (FL)
3483,300MG/16.7ML (18MG/ML),NOXAFIL,MERCK SHARP DOHME,N,205596,2014-03-13,RX,SOLUTION,INTRAVENOUS,2024-06-17,FOR THE TREATMENT OF INVASIVE ASPERGILLOSIS IN PATIENTS 13 YEARS OF AGE AND OLDER
247,110MG/VIAL,ARTESUNATE,AMIVAS,N,213036,2020-05-26,RX,POWDER,INTRAVENOUS,2025-05-26,NEW CHEMICAL ENTITY
4483,10MG/VIAL,KYPROLIS,ONYX PHARMS AMGEN,N,202714,2018-06-07,RX,POWDER,INTRAVENOUS,2023-08-20,TREATMENT OF ADULT PATIENTS WITH RELAPSED OR REFRACTORY MULTIPLE MYELOMA WHO HAVE RECEIVED ONE TO THREE LINES OF THERAPY IN COMBINATION WITH DARATUMUMAB AND DEXAMETHASONE
2389,150MG/0.42ML (150MG/0.42ML),UZEDY,TEVA,N,213586,2023-04-28,RX,"SUSPENSION, EXTENDED RELEASE",SUBCUTANEOUS,2026-04-28,NEW PRODUCT
1053,EQ 10MG BASE,LEXAPRO,ABBVIE,N,021323,2002-08-14,RX,TABLET,ORAL,2026-05-12,NEW PATIENT POPULATION
5270,7.5MG;1GM,SEGLUROMET,MSD SUB MERCK,N,209806,2017-12-19,RX,TABLET,ORAL,2024-09-17,"REVISION TO THE LABELING TO INCLUDE RESULTS FROM CLINICAL STUDY, MK-8835-004/B1521021, VERTIS CV"
465,0.064%;0.005%,TACLONEX,LEO PHARMA AS,N,022185,2008-05-09,RX,SUSPENSION,TOPICAL,2023-01-25,PEDIATRIC EXCLUSIVITY
434,24MG/0.48ML (50MG/ML),BRIXADI,BRAEBURN,N,210136,2023-05-23,RX,"SOLUTION, EXTENDED RELEASE",SUBCUTANEOUS,2026-05-23,NEW PRODUCT
760,0.1%,VERKAZIA,SANTEN,N,214965,2021-06-23,RX,EMULSION,OPHTHALMIC,2024-06-23,NEW PRODUCT
2676,300MG,THIOLA EC,MISSION PHARMACAL CO,N,211843,2019-06-28,RX,"TABLET, DELAYED RELEASE",ORAL,2026-06-28,"FDA HAS NOT RECOGNIZED ORPHAN-DRUG EXCLUSIVITY (ODE) FOR THIS DRUG, BUT IT CONTAINS THE SAME ACTIVE MOIETY OR MOIETIES AS ANOTHER DRUG(S) THAT WAS ELIGIBLE FOR ODE, AND ALSO SHARES ODE-PROTECTED USE(S) OR INDICATION(S) WITH THAT DRUG(S).  AN APPLICATION SEEKING APPROVAL FOR THE SAME ACTIVE MOIETY OR MOIETIES, INCLUDING AN ANDA THAT CITES THIS NDA AS ITS BASIS OF SUBMISSION, MAY NOT BE APPROVED FOR SUCH ODE-PROTECTED USE(S) AND INDICATION(S)"
5262,240MG/12ML (20MG/ML),PREVYMIS,MERCK SHARP DOHME,N,209940,2017-11-08,RX,SOLUTION,INTRAVENOUS,2024-11-08,PROPHYLAXIS OF CYTOMEGALOVIRUS (CMV) INFECTION AND DISEASE IN ADULT CMV-SEROPOSITIVE RECIPIENTS [R+] OF AN ALLOGENEIC HEMATOPOIETIC STEM CELL TRANSPLANT (HSCT)
1003,EQ 50MG BASE;200MG;EQ 25MG BASE,BIKTARVY,GILEAD SCIENCES INC,N,210251,2018-02-07,RX,TABLET,ORAL,2024-02-24,LABELING REVISIONS RELATED TO CLINICAL STUDIES
4382,8MG/ML,MYRBETRIQ GRANULES,APGDI,N,213801,2021-03-25,RX,"FOR SUSPENSION, EXTENDED RELEASE",ORAL,2024-09-25,PEDIATRIC EXCLUSIVITY
5504,100MG,CIBINQO,PFIZER,N,213871,2022-01-14,RX,TABLET,ORAL,2027-01-14,NEW CHEMICAL ENTITY
5311,75MG,GEMTESA,UROVANT,N,213006,2020-12-23,RX,TABLET,ORAL,2025-12-23,NEW CHEMICAL ENTITY
4310,200MG/20ML (10MG/ML),VIMPAT,UCB INC,N,022254,2008-10-28,RX,SOLUTION,INTRAVENOUS,2023-11-16,ADDITION OF A NEW INDICATION FOR ADJUNCTIVE THERAPY IN THE TREATMENT OF PRIMARY GENERALIZED TONIC-CLONIC SEIZURES IN PATIENTS 4 YEARS OF AGE AND OLDER
2571,0.1%,TAZAROTENE,COSETTE,A,214136,2022-09-13,RX,GEL,TOPICAL,2023-03-13,COMPETITIVE GENERIC THERAPY
4830,25MG,JARDIANCE,BOEHRINGER INGELHEIM,N,204629,2014-08-01,RX,TABLET,ORAL,2026-12-20,PEDIATRIC EXCLUSIVITY
2457,1MG/ML,VESICARE LS,ASTELLAS,N,209529,2020-05-26,RX,SUSPENSION,ORAL,2023-11-26,PEDIATRIC EXCLUSIVITY
5328,200MG,VIJOICE,NOVARTIS,N,215039,2022-04-05,RX,TABLET,ORAL,2029-04-05,TREATMENT OF ADULT AND PEDIATRIC PATIENTS 2 YEARS OF AGE AND OLDER WITH SEVERE MANIFESTATIONS OF PIK3CA-RELATED OVERGROWTH SPECTRUM (PROS) WHO REQUIRE SYSTEMIC THERAPY
5010,94MG/PACKET;75MG/PACKET,ORKAMBI,VERTEX PHARMS INC,N,211358,2022-09-02,RX,GRANULE,ORAL,2025-09-02,NEW STRENGTH
5389,150MG,TUKYSA,SEAGEN,N,213411,2020-04-17,RX,TABLET,ORAL,2026-01-19,"TUCATINIB IN COMBINATION WITH TRASTUZUMAB FOR THE TREATMENT OF ADULT PATIENTS WITH RAS WILD-TYPE, HER2-POSITIVE, UNRESECTABLE OR METASTATIC COLORECTAL CANCER THAT HAS PROGRESSED FOLLOWING TREATMENT WITH FLUOROPYRIMIDINE-, OXALIPLATIN-, AND IRINOTECAN-BASED CHEMOTHERAPY"
5384,EQ 5MG BASE,ISTURISA,RECORDATI RARE,N,212801,2020-03-06,RX,TABLET,ORAL,2025-03-06,NEW CHEMICAL ENTITY
1053,EQ 5MG BASE/5ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,LEXAPRO,ABBVIE,N,021365,2002-11-27,DISCN,SOLUTION,ORAL,2026-05-12,NEW PATIENT POPULATION
5347,EQ 100MG BASE,INREBIC,IMPACT,N,212327,2019-08-16,RX,CAPSULE,ORAL,2026-08-16,INDICATED FOR THE TREATMENT OF ADULT PATIENTS WITH INTERMEDIATE-2 OR HIGH-RISK PRIMARY OR SECONDARY (POST-POLYCYTHEMIA VERA OR POST-ESSENTIAL THROMBOCYTHEMIA) MYELOFIBROSIS (MF)
4944,EQ 30MG BASE;120MG;EQ 15MG BASE,BIKTARVY,GILEAD SCIENCES INC,N,210251,2021-10-07,RX,TABLET,ORAL,2028-10-07,A COMPLETE REGIMEN FOR THE TREATMENT OF HUMAN IMMUNODEFICIENCY VIRUS TYPE 1 (HIV-1) INFECTION IN PEDIATRIC PATIENTS WEIGHING 14 KG TO LESS THAN 25 KG WHO HAVE NO ANTIRETROVIRAL TREATMENT HISTORY OR TO REPLACE THE CURRENT ANTIRETROVIRAL REGIMEN IN THOSE WHO ARE VIROLOGICALLY-SUPPRESSED (HIV-1 RNA LESS THAN 50 COPIES PER ML) ON A STABLE ANTIRETROVIRAL REGIMEN WITH NO HISTORY OF TREATMENT FAILURE AND NO KNOWN SUBSTITUTIONS ASSOCIATED WITH RESISTANCE TO THE INDIVIDUAL COMPONENTS OF BIKTARVY
5232,3.12MG/1.56ML (2MG/ML),TYMLOS,RADIUS HEALTH INC,N,208743,2017-04-28,RX,SOLUTION,SUBCUTANEOUS,2025-12-19,"TO INCREASE BONE DENSITY IN MEN WITH OSTEOPOROSIS AT HIGH RISK FOR FRACTURE (DEFINED AS A HISTORY OF OSTEOPOROTIC FRACTURE OR MULTIPLE RISK FACTORS FOR FRACTURE), OR PATIENTS WHO HAVE FAILED OR ARE INTOLERANT TO OTHER AVAILABLE OSTEOPOROSIS THERAPY"
5305,EQ 100MG BASE,VITRAKVI,BAYER HLTHCARE,N,210861,2018-11-26,RX,CAPSULE,ORAL,2023-11-26,NEW CHEMICAL ENTITY
5270,7.5MG;500MG,SEGLUROMET,MSD SUB MERCK,N,209806,2017-12-19,RX,TABLET,ORAL,2024-09-17,"REVISION TO THE LABELING TO INCLUDE RESULTS FROM CLINICAL STUDY, MK-8835-004/B1521021, VERTIS CV"
4228,50MG/PACKET,KALYDECO,VERTEX PHARMS INC,N,207925,2015-03-17,RX,GRANULE,ORAL,2025-08-15,THE TREATMENT OF CYSTIC FIBROSIS (CF) IN PATIENTS AGE 12 MONTHS AND OLDER WHO HAVE ONE MUTATION IN THE CFTR GENE THAT IS RESPONSIVE TO IVACAFTOR POTENTIATION BASED ON CLINICAL AND/OR IN VITRO ASSAY DATA
5372,"50MG,37.5MG,25MG; 75MG",TRIKAFTA (COPACKAGED),VERTEX PHARMS INC,N,212273,2021-06-08,RX,TABLET,ORAL,2028-06-08,FOR THE TREATMENT OF CYSTIC FIBROSIS (CF) IN PATIENTS AGED 6 THROUGH 11 YEARS OLD WHO HAVE AT LEAST ONE F508DEL MUTATION IN THE CYSTIC FIBROSIS TRANSMEMBRANE CONDUCTANCE REGULATOR (CFTR) GENE OR A MUTATION IN THE CFTR GENE THAT IS RESPONSIVE BASED ON IN VITRO DATA
2391,300MG;100MG,PAXLOVID (COPACKAGED),PFIZER,N,217188,2023-05-25,RX,TABLET,ORAL,2028-05-25,NEW CHEMICAL ENTITY
5341,EQ 17.7MG BASE,VANFLYTA,DAIICHI SANKYO INC,N,216993,2023-07-20,RX,TABLET,ORAL,2030-07-20,"FOR USE IN COMBINATION WITH STANDARD INDUCTION AND CONSOLIDATION, AND AS MAINTENANCE THERAPY FOLLOWING CONSOLIDATION CHEMOTHERAPY, FOR THE TREATMENT OF ADULT PATIENTS WITH NEWLY DIAGNOSED ACUTE MYELOID LEUKEMIA (AML) THAT IS FLT3 INTERNAL TANDEM DUPLICATION (ITD)-POSITIVE AS DETECTED BY AN FDA-APPROVED TEST"
4810,70MG,IMBRUVICA,PHARMACYCLICS LLC,N,205552,2017-12-20,RX,CAPSULE,ORAL,2030-02-24,PEDIATRIC EXCLUSIVITY
4399,EQ 75MG ACID,PROMACTA,NOVARTIS,N,022291,2009-09-08,RX,TABLET,ORAL,2025-11-16,INDICATED IN COMBINATION WITH STANDARD IMMUNOSUPPRESSIVE THERAPY FOR THE FIRST-LINE TREATMENT OF ADULT AND PEDIATRIC PATIENTS 2 YEARS AND OLDER WITH SEVERE APLASTIC ANEMIA
5508,50MG/ML,ZTALMY,MARINUS,N,215904,2022-06-01,RX,SUSPENSION,ORAL,2027-06-01,NEW CHEMICAL ENTITY
4802,EQ 1MG,MEKINIST,NOVARTIS,N,204114,2013-05-29,DISCN,TABLET,ORAL,2025-06-22,"TRAMETINIB IS INDICATED IN COMBINATION WITH DABRAFENIB, FOR THE TREATMENT OF ADULT AND PEDIATRIC PATIENTS 6 YEARS OF AGE AND OLDER WITH UNRESECTABLE OR METASTATIC SOLID TUMORS WITH BRAF V600E MUTATION WHO HAVE PROGRESSED FOLLOWING PRIOR TREATMENT AND HAVE NO SATISFACTORY ALTERNATIVE TREATMENT OPTIONS"
1225,0.055MG/INH;EQ 0.014MG BASE/INH,AIRDUO RESPICLICK,TEVA PHARM,N,208799,2017-01-27,RX,POWDER,INHALATION,2024-07-09,REVISIONS TO LABELING BASED ON DATA SUBMITTED IN RESPONSE TO PEDIATRIC WRITTEN REQUEST
4810,140MG,IMBRUVICA,PHARMACYCLICS LLC,N,210563,2018-02-16,RX,TABLET,ORAL,2023-05-06,"FDA HAS NOT RECOGNIZED ORPHAN-DRUG EXCLUSIVITY (ODE) FOR THIS DRUG, BUT IT CONTAINS THE SAME ACTIVE MOIETY OR MOIETIES AS ANOTHER DRUG(S) THAT WAS ELIGIBLE FOR ODE, AND ALSO SHARES ODE-PROTECTED USE(S) OR INDICATION(S) WITH THAT DRUG(S).  AN APPLICATION SEEKING APPROVAL FOR THE SAME ACTIVE MOIETY OR MOIETIES, INCLUDING AN ANDA THAT CITES THIS NDA AS ITS BASIS OF SUBMISSION, MAY NOT BE APPROVED FOR SUCH ODE-PROTECTED USE(S) AND INDICATION(S)"
2140,EQ 7.5MG BASE;46MG,QSYMIA,VIVUS,N,022580,2012-07-17,RX,"CAPSULE, EXTENDED RELEASE",ORAL,2025-06-24,NEW PATIENT POPULATION
4566,6GM/PACKET,LUMRYZ,AVADEL CNS,N,214755,2023-05-01,RX,"FOR SUSPENSION, EXTENDED RELEASE",ORAL,2030-05-01,TREATMENT OF CATAPLEXY OR EXCESSIVE DAYTIME SLEEPINESS (EDS) IN ADULTS WITH NARCOLEPSY
5267,2MG/1.5ML (1.34MG/ML),OZEMPIC,NOVO,N,209637,2017-12-05,RX,SOLUTION,SUBCUTANEOUS,2023-01-16,"REDUCE THE RISK OF MAJOR ADVERSE CARDIOVASCULAR EVENTS (CARDIOVASCULAR DEATH, NON-FATAL MYOCARDIAL INFARCTION OR NON-FATAL STROKE) IN ADULTS WITH TYPE 2 DIABETES MELLITUS AND ESTABLISHED CARDIOVASCULAR DISEASE"
5330,40MG,XPOVIO,KARYOPHARM THERAPS,N,212306,2021-04-15,RX,TABLET,ORAL,2027-06-22,"FDA HAS NOT RECOGNIZED ORPHAN-DRUG EXCLUSIVITY (ODE) FOR THIS DRUG, BUT IT CONTAINS THE SAME ACTIVE MOIETY OR MOIETIES AS ANOTHER DRUG(S) THAT WAS ELIGIBLE FOR ODE, AND ALSO SHARES ODE-PROTECTED USE(S) OR INDICATION(S) WITH THAT DRUG(S).  AN APPLICATION SEEKING APPROVAL FOR THE SAME ACTIVE MOIETY OR MOIETIES, INCLUDING AN ANDA THAT CITES THIS NDA AS ITS BASIS OF SUBMISSION, MAY NOT BE APPROVED FOR SUCH ODE-PROTECTED USE(S) AND INDICATION(S)"
5480,0.56MG/VIAL,VOXZOGO,BIOMARIN PHARM,N,214938,2021-11-19,RX,POWDER,SUBCUTANEOUS,2028-11-19,TO INCREASE LINEAR GROWTH IN PEDIATRIC PATIENTS WITH ACHONDROPLASIA WHO ARE 5 YEARS OF AGE AND OLDER WITH OPEN EPIPHYSES
432,133MG/10ML (13.3MG/ML),EXPAREL,PACIRA PHARMS INC,N,022496,2011-10-28,RX,"INJECTABLE, LIPOSOMAL",INJECTION,2024-03-22,NEW PATIENT POPULATION
419,0.16MG/INH;0.0048MG/INH;0.009MG/INH,BREZTRI AEROSPHERE,ASTRAZENECA AB,N,212122,2020-07-23,RX,"AEROSOL, METERED",INHALATION,2023-07-23,NEW COMBINATION
5353,80MG,BRUKINSA,BEIGENE,N,213217,2019-11-14,RX,CAPSULE,ORAL,2026-01-19,TREATMENT OF ADULT PATIENTS WITH CHRONIC LYMPHOCYTIC LEUKEMIA (CLL)  OR SMALL LYMPHOCYTIC LYMPHOMA (SLL)
1123,2MG,BYDUREON PEN,ASTRAZENECA AB,N,022200,2014-02-28,DISCN,"FOR SUSPENSION, EXTENDED RELEASE",SUBCUTANEOUS,2025-01-22,PEDIATRIC EXCLUSIVITY
5243,100MG;40MG,MAVYRET,ABBVIE,N,209394,2017-08-03,RX,TABLET,ORAL,2026-04-30,"TREATMENT OF PEDIATRIC PATIENTS 12 YEARS AND OLDER OR WEIGHING AT LEAST 45 KG WITH HCV GENOTYPE 1 INFECTION, WHO PREVIOUSLY HAVE BEEN TREATED WITH A REGIMEN CONTAINING AN HCV NS5A INHIBITOR OR AN NS3/4A PROTEASE INHIBITOR (PI), BUT NOT BOTH"
5110,EQ 123MG BASE,GALAFOLD,AMICUS THERAP US,N,208623,2018-08-10,RX,CAPSULE,ORAL,2023-08-10,NEW CHEMICAL ENTITY
5421,1MG,JESDUVROQ,GLAXOSMITHKLINE,N,216951,2023-02-01,RX,TABLET,ORAL,2028-02-01,NEW CHEMICAL ENTITY
5712,50MG,SKYCLARYS,REATA PHARMS,N,216718,2023-02-28,RX,CAPSULE,ORAL,2030-02-28,TREATMENT OF FRIEDREICHS ATAXIA IN ADULTS AND ADOLESCENTS AGED 16 YEARS AND OLDER
5357,100MG/2ML (50MG/ML),VYONDYS 53,SAREPTA THERAPS INC,N,211970,2019-12-12,RX,SOLUTION,INTRAVENOUS,2024-12-12,NEW CHEMICAL ENTITY
5424,EQ 225MG BASE,TEPMETKO,EMD SERONO INC,N,214096,2021-02-03,RX,TABLET,ORAL,2028-02-03,TREATMENT OF ADULT PATIENTS WITH METASTATIC NON-SMALL CELL LUNG CANCER (NSCLC) HARBORING MESENCHYMAL-EPITHELIAL TRANSITION (MET) EXON 14 SKIPPING ALTERATIONS
4899,33.75MG;150MG/PACKET,HARVONI,GILEAD SCIENCES INC,N,212477,2019-08-28,RX,PELLETS,ORAL,2026-08-28,"TREATMENT OF PEDIATRIC PATIENTS 3 YEARS OF AGE AND OLDER WITH CHRONIC HCV GENOTYPE 1 OR 4 INFECTION WHO ARE LIVER TRANSPLANT RECIPIENTS WITHOUT CIRRHOSIS OR WITH COMPENSATED CIRRHOSIS, FOR USE IN COMBINATION WITH RIBAVIRIN"
3483,300MG/16.7ML (18MG/ML),NOXAFIL,MERCK SHARP DOHME,N,205596,2014-03-13,RX,SOLUTION,INTRAVENOUS,2028-06-17,FOR THE TREATMENT OF INVASIVE ASPERGILLOSIS IN ADULTS AND PEDIATRIC PATIENTS 13 YEARS OF AGE AND OLDER
