struct_id,strength,patent_no,description,trade_name,applicant,appl_type,appl_no,type,dose_form,route,approval_date,patent_expire_date
2391,"EQ 250MG BASE;12.5MG, 75MG, 50MG",8188104,USE OF DASABUVIR TO INHIBIT VIRAL REPLICATION FOR THE TREATMENT OF HCV INFECTION.,VIEKIRA PAK (COPACKAGED),ABBVIE,N,206619,DISCN,TABLET,ORAL,2014-12-19,2029-05-17
5001,75MG,8344011,TREATMENT OF IRRITABLE BOWEL SYNDROME WITH DIARRHEA (IBS-D) WITH VIBERZI (ELUXADOLINE).,VIBERZI,ABBVIE,N,206940,RX,TABLET,ORAL,2015-05-27,2025-03-14
432,133MG/10ML (13.3MG/ML),11304904,METHOD OF PROVIDING LOCAL OR REGIONAL ANALGESIA VIA INFILTRATION FOR LOCAL ANALGESIA OR VIA INTERSCALENE BRACHIAL PLEXUS NERVE BLOCK OR FEMORAL NERVE BLOCK FOR REGIONAL ANALGESIA,EXPAREL,PACIRA PHARMS INC,N,022496,RX,"INJECTABLE, LIPOSOMAL",INJECTION,2011-10-28,2041-01-22
5446,7MG,8273779,"TREATMENT OF RELAPSING FORMS OF MULTIPLE SCLEROSIS (MS), TO INCLUDE CLINICALLY ISOLATED SYNDROME, RELAPSING-REMITTING DISEASE, AND ACTIVE SECONDARY PROGRESSIVE DISEASE, IN ADULTS",PONVORY,JANSSEN PHARMS,N,213498,RX,TABLET,ORAL,2021-03-18,2025-12-17
5253,1GM/VIAL;1GM/VIAL,10183034,"TREATMENT OF COMPLICATED URINARY TRACT INFECTION (CUTI) INCLUDING PYELONEPHRITIS CAUSED BY THE FOLLOWING SUSCEPTIBLE MICROORGANISMS: ESCHERICHIA COLI, KLEBSIELLA PNEUMONIA, AND ENTEROBACTER CLOACAE SPECIES COMPLEX",VABOMERE,REMPEX,N,209776,RX,POWDER,INTRAVENOUS,2017-08-29,2031-08-08
4622,145MCG,7304036,METHOD OF TREATING IRRITABLE BOWEL SYNDROME WITH CONSTIPATION IN ADULTS,LINZESS,ABBVIE,N,202811,RX,CAPSULE,ORAL,2012-08-30,2026-08-30
4941,125MG,7456168,PALBOCICLIB FOR HR-POS. HER2-NEG. ADVANCED OR METASTATIC BREAST CANCER IN COMBO WITH AN AROMATASE INHIBITOR IN PTS AS INITIAL ENDOCRINE-BASED THERAPY OR WITH FULVESTRANT WITH DISEASE PROGRESSION AFTER ENDOCRINE THERAPY,IBRANCE,PFIZER,N,212436,RX,TABLET,ORAL,2019-11-01,2023-01-16
5203,EQ 300MG BASE,9861638,"A METHOD FOR TREATING OVARIAN CANCER BY ADMINISTERING RUCAPARIB, WHEREIN THE CANCER IS ASSOCIATED WITH A DELETERIOUS BRCA MUTATION",RUBRACA,ZR PHARMA,N,209115,RX,TABLET,ORAL,2016-12-19,2031-02-10
403,EQ 0.8MG BASE,9895422,ADJUNCT TO DIET AND EXERCISE TO IMPROVE GLYCEMIC CONTROL IN ADULTS WITH TYPE 2 DIABETES BY ADMINISTERING BROMOCRIPTINE MESYLATE AND A FIRST-PHASE INSULIN SECRETAGOGUE AS RECITED IN CLAIM 9 AND WHEREIN THE EFFECTS ARE AS RECITED IN CLAIM 9,CYCLOSET,VEROSCIENCE,N,020866,RX,TABLET,ORAL,2009-05-05,2030-06-07
144,EQ 129MG BASE,8389578,TREATMENT OF DRUG-INDUCED EXTRAPYRAMIDAL REACTIONS IN ADULT PATIENTS WITH PARKINSONS DISEASE,OSMOLEX ER,ADAMAS OPERATIONS,N,209410,RX,"TABLET, EXTENDED RELEASE",ORAL,2018-02-16,2028-01-22
4190,EQ 10MG BASE,10016429,FOR TREATMENT OF STEROID-REFRACTORY ACUTE GRAFT-VERSUS-HOST DISEASE (AGVHD),JAKAFI,INCYTE CORP,N,202192,RX,TABLET,ORAL,2011-11-16,2028-06-12
496,61.25MG;245MG,8454998,TREATMENT OF PARKINSONS DISEASE,RYTARY,IMPAX LABS INC,N,203312,RX,"CAPSULE, EXTENDED RELEASE",ORAL,2015-01-07,2028-12-26
4198,7.54GM;140GM;2.2GM;48.11GM;5.2GM;9GM,11529368,FOR CLEANSING OF THE COLON IN PREPARATION FOR COLONOSCOPY IN ADULTS,PLENVU,SALIX,N,209381,RX,FOR SOLUTION,ORAL,2018-05-04,2032-03-09
2810,40UNITS/100ML (0.4UNITS/ML),9981006,"TO INCREASE BLOOD PRESSURE IN ADULTS WITH VASODILATORY SHOCK (E.G., POST-CARDIOTOMY OR SEPSIS) WHO REMAIN HYPOTENSIVE DESPITE FLUIDS AND CATECHOLAMINES",VASOSTRICT,PAR STERILE PRODUCTS,N,204485,RX,SOLUTION,INTRAVENOUS,2020-04-15,2035-01-30
939,160MG/8ML (20MG/ML),8940786,METHOD OF ADMINISTERING AN ETHANOL-FREE TAXANE LIQUID NANODISPERSION FORMULATION TO A SUBJECT COMBINING THE FORMULATION WITH AN AQUEOUS MEDIUM TO PROVIDE AN ETHANOL-FREE TAXANE DILUTED SOLUTION,DOCETAXEL,SHILPA,N,205934,RX,INJECTABLE,INJECTION,2015-12-22,2033-09-30
1413,1GM,10842768,USE OF VASCEPA TO LOWER TRIGLYCERIDES AND LDL-C IN AN ADULT PATIENT WITH ELEVATED TRIGLYCERIDE (TG) LEVELS (ABOUT 200 MG/DL TO LESS THAN ABOUT 500 MG/DL) AND ON STATIN THERAPY,VASCEPA,AMARIN PHARMS,N,202057,RX,CAPSULE,ORAL,2012-07-26,2030-06-15
4758,100MG,8222219,"REDUCTION OF RISK OF END STAGE KIDNEY DISEASE, DOUBLING OF SERUM CREATININE, CARDIOVASCULAR DEATH, AND HOSPITALIZATION FOR HEART FAILURE IN THE TREATMENT OF TYPE 2 DIABETES MELLITUS PATIENTS",INVOKANA,JANSSEN PHARMS,N,204042,RX,TABLET,ORAL,2013-03-29,2025-04-11
4810,420MG,8952015,TREATMENT OF CHRONIC LYMPHOCYTIC LEUKEMIA WITH 17P DELETION,IMBRUVICA,PHARMACYCLICS LLC,N,210563,RX,TABLET,ORAL,2018-02-16,2026-12-28
888,0.725MG/SPRAY,9919117,NASAL ADMINISTRATION OF DIHYDROERGOTAMINE MESYLATE BY METERED SPRAY FOR THE ACUTE TREATMENT OF MIGRAINE WITH OR WITHOUT AURA,TRUDHESA,IMPEL PHARMS,N,213436,RX,"SPRAY, METERED",NASAL,2021-09-02,2033-03-17
4721,EQ 5MG BASE,9364470,A DOSING REGIMEN FOR THE TREATMENT OF  HYPERCHOLESTEROLEMIA AND HYPERLIPIDEMIA IN PATIENTS WITH HOMOZYGOUS FAMILIAL HYPERCHOLESTEROLEMIA USING AT LEAST THREE STEP-WISE INCREASING DOSES,JUXTAPID,AMRYT,N,203858,RX,CAPSULE,ORAL,2012-12-21,2025-03-07
4874,10%,11654139,TOPICAL TREATMENT OF ONYCHOMYCOSIS OF THE TOENAIL(S) DUE TO TRICHOPHYTON RUBRUM AND TRICHOPHYTON MENTAGROPHYTES,JUBLIA,BAUSCH,N,203567,RX,SOLUTION,TOPICAL,2014-06-06,2034-10-02
5154,400MG;100MG;100MG,8735372,TREATMENT OF ADULT PATIENTS WITH CHRONIC HCV INFECTION WHO HAVE GENOTYPE 1A OR 3 INFECTION AND HAVE PREVIOUSLY BEEN TREATED WITH AN HCV REGIMEN CONTAINING SOFOSBUVIR WITHOUT AN NS5A INHIBITOR,VOSEVI,GILEAD SCIENCES INC,N,209195,RX,TABLET,ORAL,2017-07-18,2028-03-21
5128,500MG IRON/10ML (50MG IRON/ML),7754702,METHOD OF TREATING IRON DEFICIENCY ANEMIA IN ADULTS WHO HAVE INTOLERANCE TO OR HAVE HAD UNSATISFACTORY RESPONSE TO ORAL IRON ASSOCIATED WITH HEAVY UTERINE BLEEDING OR A GASTROINTESTINAL DISORDER BY INTRAVENOUSLY ADMINISTERING FERRIC CARBOXYMALTOSE,INJECTAFER,AM REGENT,N,203565,RX,SOLUTION,INTRAVENOUS,2020-10-08,2028-02-15
242,5MG,8674825,METHOD OF USING A RECEIVER TO RECEIVE A SIGNAL FROM A TABLET EMBEDDED WITH A SENSOR THAT COMMUNICATES INFORMATION THROUGH THE BODY OF A PATIENT,ABILIFY MYCITE KIT,OTSUKA,N,207202,RX,TABLET,ORAL,2017-11-13,2029-04-09
4746,3MG,8735428,USE OF POMALIDOMIDE WITH DEXAMETHASONE FOR PATIENTS WITH MULTIPLE MYELOMA AFTER AT LEAST TWO PRIOR THERAPIES INCLUDING LENALIDOMIDE AND A PROTEASOME INHIBITOR AND DEMONSTRATED DISEASE PROGRESSION ON OR WITHIN 60 DAYS OF COMPLETING THE LAST THERAPY,POMALYST,BRISTOL,N,204026,RX,CAPSULE,ORAL,2013-02-08,2023-05-15
795,6.5MG,8957054,"INTRAVAGINAL PRASTERONE (DEHYDROEPIANDROSTERONE) AT A DAILY DOSE OF 6.5MG FOR THE TREATMENT OF DYSPAREUNIA, A SYMPTOM OF VULVAR AND VAGINAL ATROPHY, DUE TO MENOPAUSE",INTRAROSA,MILLICENT,N,208470,RX,INSERT,VAGINAL,2016-11-16,2030-01-08
4366,7.9MG,11622991,TREATMENT OF PATIENTS WITH ACTIVE LUPUS NEPHRITIS,LUPKYNIS,AURINIA,N,213716,RX,CAPSULE,ORAL,2021-01-22,2037-12-07
419,0.16MG/INH;0.0048MG/INH;0.009MG/INH,8815258,USE FOR THE MAINTENANCE TREATMENT OF PATIENTS WITH CHRONIC OBSTRUCTIVE PULMONARY DISEASE (COPD),BREZTRI AEROSPHERE,ASTRAZENECA AB,N,212122,RX,"AEROSOL, METERED",INHALATION,2020-07-23,2031-03-17
1767,20MG,8916588,METHOD OF TREATING ATTENTION DEFICIT HYPERACTIVITY DISORDER (ADHD),JORNAY PM,IRONSHORE PHARMS,N,209311,RX,"CAPSULE, EXTENDED RELEASE",ORAL,2018-08-08,2032-03-23
5259,100MG,7855211,"AS MONOTHERAPY FOR THE TREATMENT OF ADULT PATIENTS WITH HR-POSITIVE, HER2-NEGATIVE ADVANCED OR METASTIC BREAST CANCER WITH DISEASE PROGRESSION FOLLOWING ENDOCRINE THERAPY AND PRIOR CHEMOTHERAPY IN THE METASTATIC SETTING",VERZENIO,ELI LILLY AND CO,N,208716,RX,TABLET,ORAL,2017-09-28,2029-12-15
4622,72MCG,8933030,TREATMENT OF FUNCTIONAL CONSTIPATION IN PEDIATRIC PATIENTS 6 TO 17 YEARS OF AGE,LINZESS,ABBVIE,N,202811,RX,CAPSULE,ORAL,2017-01-25,2031-02-17
1057,0.5MG;100MG,9114145,"TREATMENT OF MENOPAUSE SYMPTOMS, INCLUDING VASOMOTOR SYMPTOMS",BIJUVA,MAYNE PHARMA,N,210132,DISCN,CAPSULE,ORAL,2021-12-28,2032-11-21
4304,10MG,8329648,REDUCING HBA1C IN A HUMAN IN NEED THEREOF IN COMBINATION WITH A SUSTAINED-RELEASE COMPOSITION CONTAINING EXENDIN-4,FARXIGA,ASTRAZENECA AB,N,202293,RX,TABLET,ORAL,2014-01-08,2026-08-18
4135,30MG,7105486,FOR THE TREATMENT OF ATTENTION DEFICIT HYPERACTIVITY DISORDER (ADHD),VYVANSE,TAKEDA PHARMS USA,N,021977,RX,CAPSULE,ORAL,2007-02-23,2023-02-24
1587,1MG/ML,9616096,REDUCTION OF MORTALITY IN ACUTE MYOCARDIAL INFARCTION,QBRELIS,AZURITY,N,208401,RX,SOLUTION,ORAL,2016-07-29,2035-11-06
4212,1.6GM/BOT;3.13GM/BOT;17.5GM/BOT,6946149,GASTROINTESTINAL LAVAGE INDICATED FOR CLEANSING OF THE COLON AS A PREPARATION FOR COLONOSCOPY IN ADULTS,SUPREP BOWEL PREP KIT,BRAINTREE LABS,N,022372,RX,SOLUTION,ORAL,2010-08-05,2023-03-07
5143,50MG,8524746,METHOD OF TREATING PARKINSONS DISEASE,ONGENTYS,NEUROCRINE,N,212489,RX,CAPSULE,ORAL,2020-04-24,2029-07-14
5460,20MG;EQ 10MG BASE,11351166,METHOD OF TREATING SCHIZOPHRENIA BY ADMINISTERING THE ATYPICAL ANTIPSYCHOTIC OLANZAPINE AND SAMIDORPHAN,LYBALVI,ALKERMES INC,N,213378,RX,TABLET,ORAL,2021-05-28,2031-08-23
5077,1.4MG,10828298,METHOD OF TREATING PULMONARY ARTERIAL HYPERTENSION COMPRISING ADMINISTERING A TABLET CONTAINING SELEXIPAG,UPTRAVI,ACTELION,N,207947,RX,TABLET,ORAL,2015-12-21,2036-12-01
1164,EQ 40MCG BASE/ACTIVATION,8428709,METHOD FOR IONTOPHORETIC TRANSDERMAL DELIVERY OF FENTANYL HYDROCHLORIDE,IONSYS,THE MEDICINES CO,N,021338,DISCN,SYSTEM,"IONTOPHORESIS, TRANSDERMAL",2006-05-22,2032-06-11
403,EQ 0.8MG BASE,10688155,ADJUNCT TO DIET AND EXERCISE TO IMPROVE GLYCEMIC CONTROL IN ADULTS WITH TYPE 2 DIABETES BY ADMINISTERING BROMOCRIPTINE MESYLATE AND A FIRST-PHASE INSULIN SECRETAGOGUE AS RECITED IN CLAIMS 44 AND 56 AND WHEREIN THE EFFECTS ARE AS RECITED IN CLAIM 44,CYCLOSET,VEROSCIENCE,N,020866,RX,TABLET,ORAL,2009-05-05,2030-06-07
1123,2MG/VIAL,8431685,AS AN ADJUNCT TO DIET AND EXERCISE TO IMPROVE GLYCEMIC CONTROL IN PATIENTS 10 TO 17 YEARS OF AGE WITH TYPE 2 DIABETES MELLITUS IN COMBINATION WITH INSULIN ALONE OR INSULIN PLUS ONE OTHER ORAL ANTIDIABETIC MEDICATION,BYDUREON,ASTRAZENECA AB,N,022200,DISCN,"FOR SUSPENSION, EXTENDED RELEASE",SUBCUTANEOUS,2012-01-27,2025-04-13
5288,100MG/ML,10137095,USE IN COMBINATION WITH CLOBAZAM FOR TREATMENT OF DROP SEIZURES IN PATIENTS WITH LENNOX GASTAUT SYNDROME,EPIDIOLEX,GW RES LTD,N,210365,RX,SOLUTION,ORAL,2018-09-28,2035-06-17
4190,EQ 15MG BASE,8829013,FOR THE TREATMENT OF INTERMEDIATE OR HIGH-RISK MYELOFIBROSIS,JAKAFI,INCYTE CORP,N,202192,RX,TABLET,ORAL,2011-11-16,2028-06-12
5384,EQ 1MG BASE,8609862,CUSHINGS DISEASE,ISTURISA,RECORDATI RARE,N,212801,RX,TABLET,ORAL,2020-03-06,2031-01-13
4810,280MG,8952015,TREATMENT OF SMALL LYMPHOCYTIC LYMPHOMA WITH 17P DELETION,IMBRUVICA,PHARMACYCLICS LLC,N,210563,RX,TABLET,ORAL,2018-02-16,2026-12-28
4135,20MG,7674774,FOR THE TREATMENT OF ATTENTION DEFICIT HYPERACTIVITY DISORDER (ADHD),VYVANSE,TAKEDA PHARMS USA,N,208510,RX,"TABLET, CHEWABLE",ORAL,2017-01-28,2023-02-24
5461,120MG,11426404,"TREATMENT OF ADULT PATIENTS WITH KRAS G12C-MUTATED LOCALLY ADVANCED OR METASTATIC NON-SMALL CELL LUNG CANCER (NSCLC), AS DETERMINED BY AN FDA-APPROVED TEST, WHO HAVE RECEIVED AT LEAST ONE PRIOR SYSTEMIC THERAPY",LUMAKRAS,AMGEN INC,N,214665,RX,TABLET,ORAL,2021-05-28,2040-09-15
4299,150MG;150MG;200MG;300MG,7635704,TREATMENT OF HIV INFECTION,STRIBILD,GILEAD SCIENCES INC,N,203100,RX,TABLET,ORAL,2012-08-27,2026-10-26
4810,420MG,10016435,TREATMENT OF WALDENSTROMS MACROGLOBULINEMIA,IMBRUVICA,PHARMACYCLICS LLC,N,210563,RX,TABLET,ORAL,2018-02-16,2031-06-03
5508,50MG/ML,8618087,TREATMENT OF SEIZURES ASSOCIATED WITH CYCLIN-DEPENDENT KINASE-LIKE 5 (CDKL5) DEFICIENCY DISORDER (CDD) IN PATIENTS 2 YEARS OF AGE AND OLDER,ZTALMY,MARINUS,N,215904,RX,SUSPENSION,ORAL,2022-06-01,2026-11-28
723,4%,10987347,METHOD OF ADMINISTERING A LOCAL ANESTHETIC TO THE MUCOUS MEMBRANES IN PATIENTS WITH HEPATIC IMPAIRMENT,GOPRELTO,GENUS LIFESCIENCES,N,209963,RX,SOLUTION,NASAL,2017-12-14,2037-02-07
403,EQ 0.8MG BASE,8877708,TREATMENT OF TYPE 2 DIABETES BY ADMINISTERING BROMOCRIPTINE MESYLATE AND A FIRST-PHASE INSULIN SECRETAGOGUE WHEREIN THE COMBINED THERAPEUTIC EFFECT IS GREATER THAN THE ADDITIVE EFFECT OF ADMINISTERING EACH AGENT ALONE,CYCLOSET,VEROSCIENCE,N,020866,RX,TABLET,ORAL,2009-05-05,2030-06-07
5298,EQ 100MG BASE,9255068,A METHOD FOR TREATING ACNE IN INFLAMMATORY LESIONS OF NON-NODULAR MODERATE TO SEVERE ACNE VULGARIS PATIENTS 9 YEARS OF AGE AND OLDER COMPRISING ADMINISTERING AN EFFECTIVE AMOUNT OF SARECYCLINE HYDROCHLORIDE CRYSTALLINE SALT,SEYSARA,ALMIRALL,N,209521,RX,TABLET,ORAL,2018-10-01,2033-02-09
4498,819MG/2.625ML (312MG/ML),10143693,REINITIATION OF SCHIZOPHRENIA TREATMENT FOLLOWING A MISSED DOSE MORE THAN 9 MONTHS AGO,INVEGA TRINZA,JANSSEN PHARMS,N,207946,RX,"SUSPENSION, EXTENDED RELEASE",INTRAMUSCULAR,2015-05-18,2036-04-05
4483,30MG/VIAL,8207127,KYPROLIS IS INDICATED AS A SINGLE AGENT FOR THE TREATMENT OF PATIENTS WITH RELAPSED OR REFRACTORY MULTIPLE MYELOMA WHO HAVE RECEIVED ONE OR MORE LINES OF THERAPY,KYPROLIS,ONYX PHARMS AMGEN,N,202714,RX,POWDER,INTRAVENOUS,2016-06-03,2025-04-14
4168,120MG,9827242,TREATMENT OF SCHIZOPHRENIA WITH IMPROVEMENT IN ATTENTION FUNCTION IN SCHIZOPHRENIA,LATUDA,SUNOVION PHARMS INC,N,200603,RX,TABLET,ORAL,2012-04-26,2031-05-23
5154,200MG;50MG/PACKET,8575135,FOR THE TREATMENT OF HEPATITIS C,EPCLUSA,GILEAD SCIENCES INC,N,214187,RX,PELLETS,ORAL,2021-06-10,2032-11-16
4721,EQ 30MG BASE,7932268,A DOSING REGIMEN FOR THE TREATMENT OF HYPERCHOLESTEROLEMIA AND HYPERLIPIDEMIA IN PATIENTS WITH HOMOZYGOUS FAMILIAL HYPERCHOLESTEROLEMIA USING AT LEAST THREE STEP-WISE INCREASING DOSES,JUXTAPID,AMRYT,N,203858,RX,CAPSULE,ORAL,2015-04-23,2027-08-19
4745,1.1GM/ML,10045959,TREATMENT OF A UREA CYCLE DISORDER,RAVICTI,HORIZON THERAP US,N,203284,RX,LIQUID,ORAL,2013-02-01,2030-09-22
87,0.3%,7868044,TREATMENT OF ACNE,DIFFERIN,GALDERMA LABS LP,N,021753,RX,GEL,TOPICAL,2007-06-19,2023-03-12
1611,0.25%,10058511,A METHOD FOR DELIVERING A PHARMACEUTICAL AGENT ACROSS A MUCOSAL BARRIER,EYSUVIS,ALCON LABS INC,N,210933,RX,SUSPENSION/DROPS,OPHTHALMIC,2020-10-26,2033-05-03
4224,267MG,8383150,"METHOD OF ADMINISTERING A GRANULATE FORMULATION OF 5-METHYL-1-PHENYL-2-(1H)-PYRIDONE AS RECITED IN CLAIM 1, TO TREAT IDIOPATHIC PULMONARY FIBROSIS",ESBRIET,GENENTECH INC,N,208780,RX,TABLET,ORAL,2017-01-11,2028-05-10
5259,150MG,7855211,"IN COMBINATION WITH FULVESTRANT FOR THE TREATMENT OF ADULT PATIENTS WITH HR-POSITIVE, HUMAN EPIDERMAL GROWTH FACTOR RECEPTOR 2 (HER2)-NEGATIVE ADVANCED OR METASTATIC BREAST CANCER WITH DISEASE PROGRESSION FOLLOWING ENDOCRINE THERAPY",VERZENIO,ELI LILLY AND CO,N,208716,RX,TABLET,ORAL,2017-09-28,2029-12-15
4299,150MG;150MG;200MG;300MG,8592397,TREATMENT OF HIV INFECTION,STRIBILD,GILEAD SCIENCES INC,N,203100,RX,TABLET,ORAL,2012-08-27,2024-01-13
4224,267MG,8592462,CONTINUED DOSING OR DOSAGE MODIFICATION FOLLOWING ELEVATED LIVER ENZYMES IN TREATMENT OF IDIOPATHIC PULMONARY FIBROSIS,ESBRIET,GENENTECH INC,N,022535,RX,CAPSULE,ORAL,2014-10-15,2029-04-22
4944,EQ 30MG BASE;120MG;EQ 15MG BASE,9296769,TREATMENT OF HIV INFECTION,BIKTARVY,GILEAD SCIENCES INC,N,210251,RX,TABLET,ORAL,2021-10-07,2032-08-15
2427,2GM/PACKET,10682338,TREATMENT OF BACTERIAL VAGINOSIS IN ADULT WOMEN,SOLOSEC,LUPIN,N,209363,RX,GRANULE,ORAL,2017-09-15,2035-09-04
3312,5MG/5ML (1MG/ML),7867996,A METHOD FOR TREATING HEART FAILURE IN A HUMAN USING A CRYSTALLINE FORM OF IVABRADINE HYDROCHLORIDE,CORLANOR,AMGEN INC,N,209964,RX,SOLUTION,ORAL,2019-04-22,2026-12-12
4135,50MG,7671030,FOR THE TREATMENT OF ATTENTION DEFICIT HYPERACTIVITY DISORDER (ADHD),VYVANSE,TAKEDA PHARMS USA,N,021977,RX,CAPSULE,ORAL,2007-02-23,2023-02-24
242,10MG,8674825,METHOD OF USING A RECEIVER TO RECEIVE A SIGNAL FROM A TABLET EMBEDDED WITH A SENSOR THAT COMMUNICATES INFORMATION THROUGH THE BODY OF A PATIENT,ABILIFY MYCITE KIT,OTSUKA,N,207202,RX,TABLET,ORAL,2017-11-13,2029-04-09
434,EQ 0.3MG BASE,9655843,"MANAGEMENT OF PAIN SEVERE ENOUGH TO REQUIRE DAILY, AROUND-THE-CLOCK, LONG-TERM OPIOID TREATMENT AND FOR WHICH ALTERNATIVE TREATMENT OPTIONS ARE INADEQUATE",BELBUCA,BDSI,N,207932,RX,FILM,BUCCAL,2015-10-23,2027-07-23
4907,150MG,8071579,"TREATMENT OF DELETERIOUS OR SUSPECTED DELETERIOUS GERMLINE OR SOMATIC BRCA-MUTATED METASTATIC CASTRATION-RESISTANT PROSTATE CANCER, WHICH HAS PROGRESSED FOLLOWING PRIOR TREATMENT WITH ENZALUTAMIDE OR ABIRATERONE",LYNPARZA,ASTRAZENECA,N,208558,RX,TABLET,ORAL,2017-08-17,2027-08-12
5292,250MG,10717764,"A METHOD OF TREATING PREVIOUSLY TREATED, LOCALLY ADVANCED OR METASTATIC CHOLANGIOCARCINOMA CHARACTERIZED BY AN IDH1 MUTATION",TIBSOVO,SERVIER,N,211192,RX,TABLET,ORAL,2018-07-20,2033-01-18
4811,150MG;37.5MG/PACKET,8580765,FOR THE TREATMENT OF HEPATITIS C,EPCLUSA,GILEAD SCIENCES INC,N,214187,RX,PELLETS,ORAL,2021-06-10,2028-03-21
5154,400MG;100MG;100MG,9085573,TREATMENT OF ADULT PATIENTS WITH CHRONIC HCV INFECTION WHO HAVE GENOTYPE 1A OR 3 INFECTION AND HAVE PREVIOUSLY BEEN TREATED WITH AN HCV REGIMEN CONTAINING SOFOSBUVIR WITHOUT AN NS5A INHIBITOR,VOSEVI,GILEAD SCIENCES INC,N,209195,RX,TABLET,ORAL,2017-07-18,2028-03-21
4914,EQ 200MG BASE;8.33MG;50MG;33.33MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,8492386,"TREATMENT OF HCV INFECTION USING PARITAPREVIR, OMBITASVIR, RITONAVIR, AND DASABUVIR, WITHOUT RIBAVIRIN",VIEKIRA XR,ABBVIE,N,208624,DISCN,"TABLET, EXTENDED RELEASE",ORAL,2016-07-22,2032-09-04
4810,420MG,9814721,TREATMENT OF MARGINAL ZONE LYMPHOMA,IMBRUVICA,PHARMACYCLICS LLC,N,210563,RX,TABLET,ORAL,2018-02-16,2031-06-03
4829,30MG,9018243,USE OF OTEZLA (APREMILAST) FOR THE TREATMENT OF PSORIASIS,OTEZLA,AMGEN INC,N,205437,RX,TABLET,ORAL,2014-03-21,2023-03-19
4810,420MG,8476284,TREATMENT OF SMALL LYMPHOCYTIC LYMPHOMA,IMBRUVICA,PHARMACYCLICS LLC,N,210563,RX,TABLET,ORAL,2018-02-16,2026-12-28
5203,EQ 200MG BASE,8143241,"A METHOD FOR TREATING METASTATIC CASTRATION-RESISTANT PROSTATE CANCER (MCRPC), WHEREIN THE CANCER IS ASSOCIATED WITH A DELETERIOUS BRCA-MUTATION",RUBRACA,ZR PHARMA,N,209115,RX,TABLET,ORAL,2016-12-19,2027-08-12
4830,10MG;5MG;1GM,11564886,TREATMENT OF A TYPE 2 DIABETES PATIENT WITH INSUFFICIENT GLYCEMIC CONTROL DESPITE METFORMIN THERAPY USING A COMPOSITION COMPRISING AN EXTENDED RELEASE CORE COMPRISING METFORMIN AND AN OUTER COATING COMPRISING EMPAGLIFLOZIN AND LINAGLIPTIN,TRIJARDY XR,BOEHRINGER INGELHEIM,N,212614,RX,"TABLET, EXTENDED RELEASE",ORAL,2020-01-27,2032-03-07
4164,18MG/3ML (6MG/ML),9968659,CARDIOVASCULAR OUTCOMES TRIAL OF LIRAGLUTIDE 1.8 MG IN PATIENTS WITH TYPE 2 DIABETES AND CARDIOVASCULAR DISEASE,SAXENDA,NOVO,N,206321,RX,SOLUTION,SUBCUTANEOUS,2014-12-23,2037-01-09
751,15MG,7544372,RELIEF OF MUSCLE SPASM,AMRIX,TEVA PHARMS INTL,N,021777,RX,"CAPSULE, EXTENDED RELEASE",ORAL,2007-02-01,2023-11-14
4228,"100MG,75MG,50MG; 150MG",10758534,"TREATMENT OF CYSTIC FIBROSIS IN PATIENTS AGED 12 YEARS AND OLDER WHO HAVE AT LEAST ONE F508DEL MUTATION IN THE CFTR GENE WITH ELEXACAFTOR, TEZACAFTOR, AND IVACAFTOR",TRIKAFTA (COPACKAGED),VERTEX PHARMS INC,N,212273,RX,TABLET,ORAL,2019-10-21,2035-10-06
4810,420MG,8476284,TREATMENT OF WALDENSTROMS MACROGLOBULINEMIA,IMBRUVICA,PHARMACYCLICS LLC,N,210563,RX,TABLET,ORAL,2018-02-16,2026-12-28
4228,"80MG, 60MG, 40MG;59.5MG",9670163,"TREATMENT OF CF IN PATIENTS AGED 2 TO <6 YEARS WHO HAVE AT LEAST ONE F508DEL MUTATION OR A MUTATION IN THE CFTR GENE THAT IS RESPONSIVE BASED ON IN VITRO DATA USING A SOLID COMPOSITION COMPRISING ELX, TEZ, AMORPHOUS IVA, AND < ~30% CRYSTALLINE IVA",TRIKAFTA (COPACKAGED),VERTEX PHARMS INC,N,217660,RX,GRANULES,ORAL,2023-04-26,2026-12-28
5472,60MG,9499545,PREVENTIVE TREATMENT OF MIGRAINE IN ADULTS,QULIPTA,ABBVIE,N,215206,RX,TABLET,ORAL,2021-09-28,2031-11-10
2044,100MG/VIAL,7758891,TREATMENT OF PANCREATIC CANCER,ABRAXANE,BRISTOL-MYERS,N,021660,RX,POWDER,INTRAVENOUS,2005-01-07,2026-02-21
4820,20MG,9060995,TREATMENT OF NON-24-HOUR SLEEP-WAKE DISORDER BY AVOIDING THE USE OF TASIMELTEON IN COMBINATION WITH FLUVOXAMINE,HETLIOZ,VANDA PHARMS INC,N,205677,RX,CAPSULE,ORAL,2014-01-31,2033-01-25
1152,30MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,8026281,TREATING SEVERE HYPERTRIGLYCERIDEMIA,ANTARA (MICRONIZED),LUPIN,N,021695,DISCN,CAPSULE,ORAL,2013-10-18,2025-04-22
