code,description
U-263,METHOD OF TREATING A MALIGNANT CONDITION THROUGH INTRAVASCULAR ADMINISTRATION OF BUSULFAN. METHOD FOR TREATING LEUKEMIA OR LYMPHOMA IN A PATIENT UNDERGOING A BONE MARROW TRANSPLANT THROUGH INTRAVENOUS ADMINISTRATION OF BUSULFAN
U-2501,TREATMENT OF PARTIAL-ONSET SEIZURES
U-2740,INCREASING BLOOD PRESSURE WITH A RATE OF ABOUT 20 NG/KG/MIN TO ABOUT 40 NG/KG/MIN ANGIOTENSIN II IN A HUMAN SUBJECT HAVING SEPTIC SHOCK
U-3206,"REDUCTION OF RISK OF MAJOR THROMBOTIC VASCULAR EVENTS (MYOCARDIAL INFARCTION, ISCHEMIC STROKE, ACUTE LIMB ISCHEMIA, AND MAJOR AMPUTATION OF VASCULAR ETIOLOGY) IN PATIENTS WITH PAD"
U-2504,"TREATMENT OF HR-POSITIVE, HER2-NEGATIVE ADVANCED OR METASTATIC BREAST CANCER IN POSTMENOPAUSAL WOMEN IN COMBINATION WITH RIBOCICLIB AS INITIAL ENDOCRINE BASED THERAPY OR FOLLOWING DISEASE PROGRESSION ON ENDOCRINE THERAPY"
U-2472,"METHOD OF TREATING NEUROBLASTOMA, GLIOMA, THYROID, AND BREAST CANCER SOLID TUMORS THAT EXHIBIT AN NTRK GENE FUSION"
U-3033,"TREATMENT OF CYSTIC FIBROSIS IN PATIENTS AGED 12 YEARS AND OLDER WHO HAVE AT LEAST ONE F508DEL MUTATION IN THE CFTR GENE OR A MUTATION IN THE CFTR GENE THAT IS RESPONSIVE BASED ON IN VITRO DATA WITH AN EFFECTIVE AMOUNT OF ELX, TEZ, AND IVA"
U-3568,"TREATMENT OF PREVIOUSLY TREATED, UNRESECTABLE LOCALLY ADVANCED OR METASTATIC CHOLANGIOCARCINOMA WITH A FGFR2 FUSION OR OTHER REARRANGEMENT BY ADMINISTERING PEMIGATINIB WHILE AVOIDING THE CONCOMITANT USE OF STRONG AND MODERATE CYP3A INHIBITORS"
U-1947,TREATMENT OF MARGINAL ZONE LYMPHOMA
U-2995,TREATMENT OF PRIMARY HYPEROXALURIA TYPE 1 (PH1)
U-2023,"A METHOD OF INCREASING THE BIOAVAILABILITY OF GUAIFENESIN IN A SOLUTION CONTAINING 54% TO 66% BY WEIGHT OF PROPYLENE GLYCOL AND GLYCEROL, WHEREIN THE METHOD INCREASES THE CMAX BY AT LEAST 1.5 AND/OR INCREASES THE AUC (0-INF) BY AT LEAST 1.4"
U-2735,MANAGEMENT OF MODERATE TO SEVERE PAIN ASSOCIATED WITH ENDOMETRIOSIS USING 150MG ELAGOLIX WHILE CO-ADMINISTERING RIFAMPIN
U-1944,TREATMENT OF SPINAL MUSCULAR ATROPHY BY INHIBITING AN SMN2 PRE-MRNA INTRONIC SPLICING SILENCER SITE
U-1871,"TREATMENT OF SECONDARY HYPERPARATHYROIDISM IN PATIENTS WITH STAGE 3 OR 4 CHRONIC KIDNEY DISEASE USING CONTROLLED RELEASE, ORAL 25-HYDROXYVITAMIN D"
U-3596,"TREATMENT OF CYSTIC FIBROSIS IN PATIENTS AGED 2 TO <6 YEARS WHO HAVE AT LEAST ONE F508DEL MUTATION IN THE CFTR GENE WITH AN EFFECTIVE AMOUNT OF A PHARMACEUTICAL COMPOSITION COMPRISING ELEXACAFTOR, TEZACAFTOR, AND IVACAFTOR"
U-3660,TREATMENT OF PARTIAL-ONSET SEIZURES IN ADULTS AND IN PEDIATRIC PATIENTS WEIGHING AT LEAST 50 KG
U-3337,ADMINISTERING DAILY A UNIT DOSAGE OF AN IRREVERSIBLE EGFR INHIBITOR COVALENTLY BINDING AS CLAIMED FOR 1ST LINE TREATMENT OF GEFITINIB OF ERLOTINIB RESISTANT METASTATIC NSCLC WITH EGFR EXON 19 DELETION OR EXON 21 L858R SUBSTITUTION
U-711,ACUTE AND LONGER-TERM TREATMENT OF MAJOR DEPRESSIVE DISORDER
U-1317,"TREATMENT OF HYPERCHOLESTEROLEMIA, HYPERLIPIDEMIA AND HYPERLIPOPROTEINEMIA IN PATIENTS WITH HOMOZYGOUS FAMILIAL HYPERCHOLESTEROLEMIA"
U-1022,FOR THE PREPARATION OF SKIN PRIOR TO SURGERY; HELPS REDUCE BACTERIA THAT CAN POTENTIALLY CAUSE SKIN INFECTION
U-225,METHOD FOR DELIVERY
U-2502,TREATMENT OF TREATMENT-RESISTANT DEPRESSION IN ADULT IN CONJUNCTION WITH AN ORAL ANTIDEPRESSANT
U-1907,USE OF A DELIVERY DEVICE TO ADMINISTER A DOSE OF NALOXONE
U-2106,"TREATMENT OF DYSKINESIA IN PATIENTS WITH PARKINSONS DISEASE RECEIVING LEVODOPA-BASED THERAPY, WITH OR WITHOUT CONCOMITANT DOPAMINERGIC MEDICATIONS"
U-108,"SHORT-TERM TREATMENT OF ACTIVE DUODENAL ULCER, GASTROESOPHAGEAL REFLUX DISEASE (GERD), SEVERE EROSIVE ESOPHAGITIS, POORLY RESPONSIVE SYMPTOMATIC GERD AND PATHOLOGIAL HYPERSECRETORY CONDITIONS AND MAINTENANCE HEALING OF EROSIVE ESOPHAGITIS"
U-3442,"TREATMENT OF ADVANCED GASTROINTESTINAL STROMAL TUMOR IN PATIENTS PREVIOUSLY ADMINISTERED AT LEAST THREE TYROSINE KINASE INHIBITORS, WHERE ONE OF THE KINASE INHIBITORS IS IMATINIB"
U-2330,METHOD OF TREATING MELANOMA
U-1788,TREATMENT OF PATIENT HAVING DIABETES MELLITUS VIA ORAL INHALATION OF FDKP MICROPARTICLES COMPRISING INSULIN
U-611,"METHOD OF USING DESLORATADINE TO TREAT SEASONAL AND PERENNIAL ALLERGIC RHINITIS, PRURITIS, AND CHRONIC IDIOPATHIC URTICARIA IN PATIENTS 2 YEARS OF AGE AND OLDER"
U-2396,TREATMENT OF CYSTIC FIBROSIS IN A PATIENT AGE 2-5 YEARS WHO IS HOMOZYGOUS FOR THE F508DEL MUTATION IN THE CFTR GENE USING THE DOSAGE UNIT COMPRISING LUMACAFTOR AS RECITED IN CLAIM 1 OF US PATENT 8716338 AND IVACAFTOR
U-1785,METHOD OF TREATING FREQUENT HEARTBURN BY ADMINISTERING AN ESOMEPRAZOLE MAGNESIUM FORMULATION AS CLAIMED
U-3389,USE OF ELAGOLIX 200 MG BID FOR 6 MONTHS TO MANAGE MODERATE TO SEVERE PAIN ASSOCIATED WITH ENDOMETRIOSIS IN PREMENOPAUSAL WOMEN HAVING DYSPAREUNIA ASSOCIATED WITH ENDOMETRIOSIS
U-800,"TREATMENT OF PATIENTS WITH ADVANCED OR METASTATIC BREAST CANCER WHOSE TUMORS OVEREXPRESS HER2 AND WHO HAVE RECEIVED PRIOR THERAPY INCLUDING ANTHRACYCLINE, A TAXANE AND TRASTUZUMAB"
U-3320,METHOD FOR INCREASING THE LIFETIME OF RED BLOOD CELLS (RBCS) FOR THE TREATMENT OF HEMOLYTIC ANEMIA IN ADULTS WITH PYRUVATE KINASE (PK) DEFICIENCY
U-2990,METHOD OF USE FOR TREATMENT OF PARTIAL-ONSET SEIZURES IN PATIENTS 4 YEARS OF AGE AND OLDER
U-588,SHORT-TERM TREATMENT OF ACTIVE DUODENAL ULCER; TREATMENT OF HEARTBURN AND OTHER SYMPTOMS ASSOCIATED WITH GERD; SHORT-TERM TREATMENT OF EROSIVE ESOPHAGITIS; MAINTENANCE OF HEALING OF EROSIVE ESOPHAGITIS
U-3198,METHOD OF TREATING PATIENTS WITH IDIOPATHIC HYPERSOMNIA WITH SODIUM OXYBATE WHEN DIVALPROEX SODIUM IS CONCOMITANTLY ADMINISTERED
U-2953,"USE OF FLUTICASONE FUROATE FOR THE TREATMENT OF AN INFLAMMATORY OR ALLERGIC CONDITIONS, INCLUDING CHRONIC OBSTRUCTIVE PULMONARY DISEASE AND ASTHMA"
U-2316,TREATMENT OF DYSPAREUNIA
U-3118,"TREATMENT OF POSTSURGICAL PAIN PROVIDING ANALGESIA TO A PATIENT FOR UP TO 72 HOURS, FOR EXAMPLE, AFTER BUNIONECTOMY, OPEN INGUINAL HERNIORRHAPHY, OR TOTAL KNEE ARTHROPLASTY VIA SOFT TISSUE OR PERIARTICULAR INSTILLATION"
U-1127,TREATMENT OF PATENT DUCTUS ARTERIOSUS
U-1133,SECONDARY PREVENTION OF CARDIOVASCULAR EVENTS BY DOSING ONCE PER DAY IN THE EVENING OR AT NIGHT
U-1132,TREATMENT OF HYPERCHOLESTEROLEMIA BY DOSING ONCE PER DAY IN THE EVENING OR AT NIGHT
U-306,TREATMENT OF POST-MENOPAUSAL UROGENITAL SYMPTOMS ASSOCIATED WITH ESTROGEN DEFICIENCY
U-1217,METHOD OF INCREASING HAIR GROWTH
U-1143,"REDUCTION IN RISK OF RECURRENT NONFATAL MYOCARDIAL INFARCTION BY DOSING ONCE PER DAY IN THE EVENING OR A T NIGHT, WITH PRETREATMENT WITH A FLUSH INHIBITING AGENT SUCH AS ASPIRIN"
U-3070,REDUCING THE RISK OF MORTALITY IN HUTCHINSON-GILFORD PROGERIA SYNDROME (HGPS)
U-758,TREATMENT OF SYMPTOMS OF PREMENSTRUAL DYSPHORIC DISORDER
U-3162,METHOD FOR WEIGHT MANAGEMENT
U-3131,USE OF ZUBSOLV FOR TREATMENT OF OPIOID DEPENDENCE
U-1925,USE OF AN AUTO INJECTOR TO ADMINISTER NALOXONE HCL
U-2809,"FOR THE TREATMENT OF PREVIOUSLY TREATED, UNRESECTABLE LOCALLY ADVANCED OR METASTATIC CHOLANGIOCARCINOMA WITH A FIBROBLAST GROWTH FACTOR RECEPTOR 2 (FGFR2) FUSION OR OTHER REARRANGEMENT"
U-59,METHOD OF TREATING HYPERCHOLESTEROLEMIA
U-2569,"TREATMENT OF CYSTIC FIBROSIS IN PATIENTS AGED 6 YEARS AND OLDER, WHO ARE HOMOZYGOUS FOR THE F508DEL MUTATION OR HAVE AT LEAST ONE CFTR MUTATION THAT IS RESPONSIVE TO TEZACAFTOR/IVACAFTOR, WITH AN EFFECTIVE AMOUNT OF TEZACAFTOR AND IVACAFTOR"
U-2074,DOSING 1602 MG/DAY PIRFENIDONE FOLLOWING GRADE 2 ABNORMALITY IN LIVER FUNCTION BIOMARKER AFTER PIRFENIDONE ADMINISTRATION IN TREATMENT OF IPF
U-462,SIGNS AND SYMPTOMS OF OSTEOARTHRITIS AND ADULT RHEUMATOID ARTHRITIS AND TREATMENT OF PRIMARY DYSMENORRHEA
U-1611,METHOD FOR ADMINISTERING PIRFENIDONE TO AVOID REDUCED EFFICACY BY DISCONTINUING SMOKING OR BY DISCONTINUING A STRONG CYP1A2 INDUCER
U-51,"BLOOD POOL IMAGING, INCLUDING CARDIAC FIRST PASS AND GATED EQUILIBRIUM IMAGING AND FOR DETECTION OF SITES OF  GASTROINTESTINAL BLEEDING"
U-757,USE AS A BILE ACID SEQUESTRANT FOR LOWERING CHOLESTEROL
U-2908,ADJUNCT TO DIET AND EXERCISE TO IMPROVE GLYCEMIC CONTROL IN ADULTS WITH TYPE 2 DIABETES BY ADMINISTERING BROMOCRIPTINE MESYLATE AND A FIRST-PHASE INSULIN SECRETAGOGUE AS RECITED IN CLAIMS 22 AND 24 AND WHEREIN THE EFFECTS ARE AS RECITED IN CLAIM 22
U-307,"CLAIMS AN OLANZAPINE POLYMORPH USEFUL FOR TREATING ANY NUMBER OF LISTED CONDITIONS, INCLUDING SPECIFIC PSYCHOSES,EMPLOYING OLANZAPINE AS PER THE INDICATION OF THIS NDA"
U-2459,"TREATMENT OF DYSKINESIA AND DECREASING OFF TIME IN PATIENTS WITH PARKINSONS DISEASE RECEIVING LEVODOPA-BASED THERAPY, WITH OR WITHOUT CONCOMITANT DOPAMINERGIC MEDICATIONS"
U-66,TRIPHASIC REGIMEN
U-2152,TREATMENT OF PAIN ASSOCIATED WITH IRRITABLE BOWEL SYNDROME WITH DIARRHEA (IBS-D) WITH VIBERZI (ELUXADOLINE)
U-3474,METHOD TO TREAT IRON DEFICIENCY ANEMIA IN ADULTS WITH NON-DIALYSIS DEPENDENT CHRONIC KIDNEY DISEASE & WEIGHING AT LEAST 40 KG BY INTRAVENOUSLY ADMINISTERING FERRIC CARBOXYMALTOSE TO PROVIDE AT LEAST 0.6 G OF ELEMENTAL IRON IN 15 MINUTES OR LESS
U-196,TREATMENT OF METASTATIC BREAST CANCER IN POSTMENOPAUSAL WOMEN WITH ESTROGEN RECEPTOR POSITIVE TUMORS
U-3658,"TREATMENT OF METASTATIC GASTRIC OR GJA IN SEVERELY RENALLY IMPAIRED PATIENTS TREATED WITH AT LEAST TWO LINES OF CHEMOTHERAPY THAT INCLUDED A FLUOROPYRIMIDINE, A PLATINUM, A TAXANE OR IRINOTECAN, AND IF APPROPRIATE, HER2/NEU-TARGETED THERAPY"
U-1577,CONTROL OF SERUM PHOSPHOROUS LEVELS
U-2766,TX OF HIV1 INFECTION USING A COMPOSITION CONTAINING A PK ENHANCER THAT INHIBITS CY P450 MONOXYGENASE IN ADULTS & PEDIATRIC PATIENTS AT LEAST 40KG HAVING NO PRIOR ARV TX HISTORY OR ARE VIROLOGICALLY SUPPRESSED ON A STABLE ARV REGIMEN FOR AT LEAST 6 MO
U-2546,"USE FOR THE MAINTENANCE TREATMENT OF PATIENTS WITH CHRONIC OBSTRUCTIVE PULMONARY DISEASE (COPD), INCLUDING CHRONIC BRONCHITIS AND/OR EMPHYSEMA"
U-3282,"DURING LEVOKETOCONAZOLE DOSAGE TITRATION FOR THE TREATMENT OF CUSHINGS SYNDROME IN PATIENTS WHO CONCOMITANTLY USE METFORMIN, MONITORING GLYCEMIA, KIDNEY FUNCTION AND VITAMIN B-12 AND ADJUSTING DOSAGE OF METFORMIN AS NEEDED"
U-2865,TREATMENT OF MYELODYSPLASTIC SYNDROME
U-3628,"REDUCTION OF RISK OF CARDIOVASCULAR DEATH, HOSPITALIZATION FOR HEART FAILURE, AND URGENT HEART FAILURE IN ADULTS WITH HEART FAILURE OR TYPE 2 DIABETES MELLITUS, CHRONIC KIDNEY DISEASE, AND OTHER CARDIOVASCULAR RISK FACTORS"
U-1337,METHOD OF TREATING DIABETES COMPRISING ADMINISTERING ALOGLIPTIN
U-1159,"RELIEF OF SYMPTOMS ASSOCIATED WITH RESPIRATORY ALLERGIES, SWELLING OF THE NASAL PASSAGES AND SINUS CONGESTION AND PRESSURE IN ADULTS AND CHILDREN 12 YEARS OF AGE AND OLDER"
U-1331,METHODS OF REDUCING THE AMOUNT OF ACTIVE COMPONENTS ADMINISTERED TO A DIABETIC PATIENT COMPRISING ADMINISTERING AN INSULIN SENSITIVITY ENHANCER SUCH AS PIOGLITAZONE IN COMBINATION WITH AN INSULIN SECRETION ENHANCER
U-3316,METHOD OF TREATING IDA IN ADULT PATIENTS WITH NON-DIALYSIS DEPENDENT CHRONIC KIDNEY DISEASE & WEIGHING AT LEAST 40 KG BY INTRAVENOUSLY ADMINISTERING AT LEAST ABOUT 0.6 GRAMS OF IRON AS FERRIC CARBOXYMALTOSE IN ABOUT 15 MINUTES OR LESS
U-710,"A METHOD OF TREATING RESPIRATORY DISORDERS, E.G., ASTHMA, WHICH COMPRISES ADMINISTRATION BY INHALATION OF AN EFFECTIVE AMOUNT OF A PHARMACEUTICAL FORMULATION AS CLAIMED IN US PATENT NO. 5658549"
U-3431,TREATMENT OF NOCTURIA DUE TO NOCTURNAL POLYURIA IN ADULTS WHO AWAKEN AT LEAST 2 TIMES PER NIGHT TO VOID BY INDUCING AN ANTIDIURETIC EFFECT BY INTRANASALLY ADMINISTERING A PLUME OF DROPLETS COMPRISING A DOSE OF ABOUT 0.05-5 MCG DESMOPRESSIN
U-1830,INDUCTION AND MAINTENANCE OF MYDRIASIS DURING INTRAOCULAR SURGERY
U-3426,TREATMENT OF CYSTIC FIBROSIS IN A PATIENT AGE 1-5 YEARS WHO IS HOMOZYGOUS FOR THE F508DEL MUTATION IN THE CFTR GENE USING THE DOSAGE UNIT COMPRISING LUMACAFTOR AS RECITED IN CLAIM 1 OF US PATENT 8716338 AND IVACAFTOR
U-3249,TREATMENT OF CORONAVIRUS DISEASE 2019 (COVID-19) IN NON-HOSPITALIZED ADULTS AND PEDIATRIC PATIENTS (AT LEAST 12 YEARS OF AGE AND 40 KG)
U-2111,ADJUNCT TO DIET AND EXERCISE TO IMPROVE GLYCEMIC CONTROL IN ADULTS WITH TYPE 2 DIABETES BY ADMINISTERING BROMOCRIPTINE MESYLATE AND A FIRST-PHASE INSULIN SECRETAGOGUE AS RECITED IN CLAIMS 1-5 AND WHEREIN THE EFFECTS ARE AS RECITED IN CLAIMS 1-5
U-1792,TREATMENT OF OTIC INFECTION OR INFLAMMATION
U-662,TREATMENT OF OSTEOPOROSIS IN POSTMENOPAUSAL WOMEN
U-3367,TREATMENT OF CORONAVIRUS DISEASE 2019 (COVID-19) IN ADULTS AND PEDIATRIC PATIENTS (AT LEAST 28 DAYS OF AGE AND 3 KG) REQUIRING HOSPITALIZATION
U-473,TO REDUCE PLASMA CHOLESTEROL LEVELS IN A MAMMAL
U-1656,METHOD OF IRON ADMINISTRATION TO TREAT PATIENTS IN NEED OF IRON REPLACEMENT
U-3626,TREATMENT OF SCHIZOPHRENIA BY ADMINISTRATION OF A SIX-MONTH PALIPERIDONE PALMITATE INJECTABLE SUSPENSION FILLED SYRINGE THAT HAS BEEN SHIPPED AND STORED IN A HORIZONAL POSITION
U-1520,METHOD FOR THE LONG TERM TREATMENT OF CHRONIC CONSTIPATION IN A HUMAN SUBJECT
U-1073,USE FOR THE TREATMENT OF ASTHMA AND COPD
U-2052,DISCONTINUING ADMINISTRATION OF A STRONG CYP1A2 INDUCER TO AVOID REDUCED PIRFENIDONE EFFICACY AND THEN ADMINISTERING PIRFENIDONE
U-1035,NONSTEROIDAL ANTI-INFLAMMATORY DRUG INDICATED FOR RELIEF OF MILD TO MODERATE ACUTE PAIN
U-407,METHOD OF TREATING OTOPATHY
U-138,TREATMENT OF ALLERGIC RHINITIS
U-2898,ADJUNCT TO DIET AND EXERCISE TO IMPROVE GLYCEMIC CONTROL IN ADULTS WITH TYPE 2 DIABETES BY ADMINISTERING BROMOCRIPTINE MESYLATE AND A FIRST-PHASE INSULIN SECRETAGOGUE AS RECITED IN CLAIM 1 AND WHEREIN THE EFFECTS ARE AS RECITED IN CLAIMS 1 AND 10
U-2991,METHOD OF TREATING PULMONARY ARTERIAL HYPERTENSION COMPRISING ADMINISTERING A TABLET CONTAINING SELEXIPAG
U-877,FOR USE AS ADJUNCTIVE THERAPY IN THE TREATMENT OF PEPTIC ULCER
U-2001,USE FOR THE TREATMENT OF ASTHMA IN PATIENTS 6 YEARS OF AGE AND OLDER
U-516,METHOD OF TREATING A PSYCHOTIC DISEASE
U-3157,TREATMENT OF CYSTIC FIBROSIS IN PATIENTS AGED 6 YEARS AND OLDER WHO HAVE AT LEAST ONE F508DEL MUTATION IN THE CFTR GENE OR A MUTATION IN THE CFTR GENE THAT IS RESPONSIVE BASED ON IN VITRO DATA WITH A COMPOSITION ACCORDING TO CLAIM 1 OF US 10081621
U-727,FOR THE TREATMENT OF ATTENTION DEFICIT HYPERACTIVITY DISORDER (ADHD)
U-221,SELECTIVE VASODILATION BY CONTINUOUS ADENOSINE INFUSION
U-2767,TREATMENT OF HIV-1 INFECTION USING A COMPOSITION CONTAINING A PK ENHANCER THAT INHIBITS CY P450 MONOXYGENASE IN ADULTS AND PEDIATRIC PATIENTS WEIGHING AT LEAST 40KG WHO HAVE NO PRIOR ARV TREATMENT HISTORY
U-3005,TREATMENT OF NIGHTTIME SLEEP DISTURBANCES IN SMITH-MAGENIS SYNDROME BY AVOIDING THE USE OF TASIMELTEON WITH RIFAMPIN
U-1583,FOR CHRONIC WEIGHT MANAGEMENT FOR TREATING OVERWEIGHT OR OBESITY
U-1959,TOPICAL TREATMENT OF PERSISTENT FACIAL ERYTHEMA ASSOCIATED WITH ROSACEA IN ADULTS WITH 1% OXYMETAZOLINE HYDROCHLORIDE CREAM
U-1966,USE OF THE ATYPICAL ANTIPSYCHOTIC ASENAPINE FOR TREATMENT OF MANIC OR MIXED EPISODES OF BIPOLAR I DISORDER: ACUTE MONOTHERAPY OF MANIC OR MIXED EPISODES IN PEDIATRIC PATIENTS AGE 10-17
U-3422,TREATMENT OF PEDIATRIC PATIENTS AGE 1 YEAR AND OLDER WITH CHRONIC GRAFT-VERSUS-HOST DISEASE (CGVHD) AFTER FAILURE OF ONE OR MORE LINES OF SYSTEMIC THERAPY
U-2211,TREATING OPIOID ADDICTION BY ADMINISTRATION OF BUPRENORPHINE
U-1238,TREATMENT OF ANEMIA DUE TO CHRONIC KIDNEY DISEASE
U-1720,METHOD OF PROVIDING A THERAPEUTICALLY EFFECTIVE AND STABLE MEDIAN BLOOD PLASMA LEVEL OF LEVODOPA
U-283,METHOD FOR TREATING MENOPAUSAL SYMPTOMS IN A POSTMENOPAUSAL FEMALE
U-3301,"TREATMENT OF ADULT AND PEDIATRIC PATIENTS WITH HEPATIC VENO-OCCLUSIVE DISEASE (VOD), ALSO KNOWN AS SINUSOIDAL OBSTRUCTION SYNDROME (SOS), WITH RENAL OR PULMONARY DYSFUNCTION FOLLOWING HEMATOPOIETIC STEM-CELL TRANSPLANTATION (HSCT)"
U-3308,FOR USE IN COMBINATION WITH OTHER ANTIRETROVIRAL AGENTS TO TREAT HIV-1 INFECTION IN PEDIATRIC PATIENTS WEIGHING AT LEAST 35KG WITH NO PRIOR ANTIRETROVIRAL TREATMENT HISTORY OR TO REPLACE THE CURRENT ANTIRETROVIRAL REGIMEN IF VIROLOGICALLY SUPPRESSED
U-701,TREATMENT OF HYPERCHOLESTEROLEMIA AND/OR HYPERTRIGLYCERIDEMIA
U-936,USE IN COMBINATION WITH GRANULOCYTE-COLONY STIMULATING FACTOR (G-CSF) TO MOBILIZE HEMATOPOIETIC STEM CELLS TO PERIPHERAL BLOOD FOR COLLECTION & SUBSEQUENT AUTOLOGOUS TRANSPLANTATION IN PATIENTS WITH NON-HODGKINS LYMPHOMA & MULTIPLE MYELOMA
U-1635,USE OF RITONAVIR AS A POTENT CYP3A INHIBITOR TO INCREASE PLASMA DRUG CONCENTRATION OF PARITAPREVIR AND OVERALL DRUG EXPOSURE FOR TREATMENT OF HCV INFECTION
U-471,METHOD OF TREATING A PATIENT SUFFERING FROM DIABETES MELLITUS
U-1711,"FOR THE TREATMENT OF PATIENTS WITH CLL, FL OR SLL"
U-2858,"USE IN COMBINATION WITH STIRIPENTOL, VALPROATE, AND CLOBAZAM FOR THE TREATMENT OF SEIZURES ASSOCIATED WITH DRAVET SYNDROME"
U-750,TREATMENT OF HIV-1 INFECTION IN ADULTS
U-3623,"MAINTENANCE TREATMENT OF ASTHMA IN PATIENTS AGED 5 YEARS AND OLDER. RECOMMENDED DOSAGES: BREO 100/25 OR 200/25 AGES 18 YEARS AND OLDER; BREO 100/25 AGES 12-17 YEARS, AND BREO 50/25, AGES 5-11 YEARS"
U-415,A METHOD FOR REDUCING THE AMOUNT OF ACTIVE COMPONENTS ADMINISTERED TO A DIABETIC PATIENT BY ADMINISTERING AN INSULIN SENSITIVITY ENHANCER (INCLUDING PIOGLITAZONE) IN COMBINATION WITH A BIGUANIDE AS SAID ACTIVE COMPONENTS
U-2878,ADJUNCT TO DIET AND EXERCISE TO IMPROVE GLYCEMIC CONTROL IN ADULTS WITH TYPE 2 DIABETIS BY ORALLY ADMINISTERING A DOSAGE FORM COMPRISING MICRONIZED BROMOCRIPTINE AND ONE OR MORE EXCIPIENTS AS RECITED IN CLAIMS 13 AND 14
U-2586,"TREATMENT OF COMPLICATED URINARY TRACT INFECTIONS, INCLUDING PYELONEPHRITIS (CUTI)"
U-3112,TREATING NEWLY DIAGNOSED ACUTE MYELOGENOUS LEUKEMIA (AML) CHARACTERIZED BY THE PRESENCE OF A MUTANT ALLELE OF IDH1 BY ADMINISTERING A ONCE DAILY 500 MG ORAL DOSE TO A SUBJECT THAT HAS NOT INGESTED A HIGH-FAT MEAL
U-2580,A METHOD OF TREATING TYPE 2 DIABETES COMPRISING ADMINISTERING SEMAGLUTIDE ONCE WEEKLY IN A AMOUNT OF 1.0 MG TO A SUBJECT IN NEED THEREOF
U-2720,"ANTIMYCOTIC USES, SPECIFICALLY TREATMENT OF ONYCHOMYCOSIS; TOPICAL TREATMENT OF THE TOENAIL(S) DUE TO TRICHOPHYTON RUBRUM AND TRICHOPHYTON MENTAGROPHYTES"
U-544,TREATMENT OF OVERACTIVE BLADDER. TREATMENT OF URINARY INCONTINENCE.
U-2819,MAINTENANCE TREATMENT WITH BEVACIZUMAB OF ADV. EPITHELIAL OVARIAN CANCER IN COMPLETE OR PARTIAL RESPONSE TO FIRST-LINE PLATINUM CHEMOTHERAPY AND HOMOLOGOUS RECOMBINATION DEFICIENCY-POSITIVE WITH A DELETERIOUS OR SUSPECTED DELETERIOUS BRCA MUTATION
U-686,EXPECTORANT AND NASAL DECONGESTANT
U-2781,USE FOR THE TREATMENT OF SEIZURES IN PATIENTS WITH DRAVET SYNDROME
U-2934,ADJUNCT TO DIET AND EXERCISE TO IMPROVE GLYCEMIC CONTROL IN ADULTS WITH TYPE 2 DIABETES BY ADMINISTERING BROMOCRIPTINE MESYLATE AND A FIRST-PHASE INSULIN SECRETAGOGUE AS RECITED IN CLAIMS 44 AND 52 WHEREIN THE EFFECTS ARE AS RECITED IN SAID CLAIMS
U-1089,INHIBITION OF THROMBIN
U-1271,TREATMENT OF ADULT PATIENTS WITH PHILADELPHIA CHROMOSOME-NEGATIVE(PH-) ACUTE LYMPHOBLASTIC LEUKEMIA (ALL) IN SECOND OR GREATER RELAPSE OR WHOSE DISEASE HAS PROGRESSED FOLLOWING TWO OR MORE ANTI-LEUKEMIA THERAPIES
U-2741,TREATMENT OF CLOSTRIDIOIDES DIFFICILE-ASSOCIATED DIARRHEA (CDAD) IN PATIENTS FROM 6 MONTHS OF AGE AND OLDER
U-614,TREATMENT OF SEXUAL DYSFUNCTION
U-2681,"TREATING LOW BLOOD PRESSURE WITH ANGIOTENSIN II WITH AN INITIAL RATE OF ABOUT 5 NG/KG/MIN TO ABOUT 20 NG/KG/MIN IN A SUBJECT HAVING REFRACTORY HYPOTENSION OR SEVERE HYPOTENSION, AND TITRATING THE RATE UP"
U-3105,TREATMENT OF STAPHYLOCOCCAL ENTEROCOLITIS
U-1099,"TREATMENT OF PAIN, INCLUDING NEUROPATHIC PAIN ASSOCIATED WITH DIABETIC PERIPHERAL NEUROPATHY, POSTHERPETIC NEURALGIA, AND FIBROMYALGIA"
U-2464,"VISUALIZATION OF VESSELS, BLOOD FLOW AND TISSUE PERFUSION OF TRANSPLANTED ORGAN OR ATTACHED VESSEL IN VASCULAR, GASTROINTESTINAL, ORGAN TRANSPLANT, AND PLASTIC, MICRO- AND RECONSTRUCTIVE, INCLUDING MINIMALLY INVASIVE, SURGERY"
U-2885,ADJUNCT TO DIET AND EXERCISE TO IMPROVE GLYCEMIC CONTROL IN ADULTS WITH TYPE 2 DIABETIS BY ORALLY ADMINISTERING A DOSAGE FORM COMPRISING MICRONIZED BROMOCRIPTINE AND ONE OR MORE EXCIPIENTS AS RECITED IN CLAIMS 25 AND 26
U-181,PRODUCING ALPHA ADRENERGIC ANTAGONISTIC ACTION IN A HOST
U-2207,TREATING ADDICTION BY SUBCUTANEOUS INJECTION OF BUPRENORPHINE
U-2556,METHOD OF TREATING IRON DEFICIENCY ANEMIA IN ADULTS WHO HAVE INTOLERANCE TO OR HAVE HAD UNSATISFACTORY RESPONSE TO ORAL IRON ASSOCIATED WITH HEAVY UTERINE BLEEDING OR A GASTROINTESTINAL DISORDER BY INTRAVENOUSLY ADMINISTERING FERRIC CARBOXYMALTOSE
