act_id,struct_id,target_id,target_name,target_class,accession,gene,swissprot,act_value,act_type,act_comment,act_source,relation,moa,moa_source,act_source_url,moa_source_url,action_type,first_in_class,tdl,act_ref_id,moa_ref_id,organism
186731,785,868,Tyrosine-protein kinase FRK,Kinase,P42685,FRK,FRK_HUMAN,9.51,Kd,Binding constant for FRK kinase domain,CHEMBL,=,,,,,INHIBITOR,,Tchem,,,Homo sapiens
182927,1650,346,Aldo-keto reductase family 1 member C2,Enzyme,P52895,AKR1C2,AK1C2_HUMAN,5.06,IC50,"Inhibition of human recombinant N-terminal His6-tagged AKR1C2 expressed in Escherichia coli BL21(DE3) cells using 8-Acetyl-2,3,5,6-tetrahydro-1H,4H-11-oxa-3a-aza-benzo[de]anthracen-10-one as substrate after 1 hr by fluorimetric analysis",CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
185913,2359,61,Sodium channel protein type 5 subunit alpha,Ion channel,Q14524,SCN5A,SCN5A_HUMAN,5.17,IC50,Inhibition of human NaV1.5 expressed in HEK293 cells assessed as blocking of tefluthrin-induced late sodium currents using -20 mV voltage steps at holding potential of -120 mV by whole cell patch clamp Qpatch method,CHEMBL,=,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1404,BLOCKER,,Tclin,,,Homo sapiens
183314,1153,2856,Adrenergic receptor alpha-1,GPCR,P25100|P35348|P35368,ADRA1D|ADRA1A|ADRA1B,ADA1D_HUMAN|ADA1A_HUMAN|ADA1B_HUMAN,5.3,Kd,Activity at alpha-1 adrenergic receptor in rabbit aorta rings,CHEMBL,=,,,,,,,Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin,,,Homo sapiens
215557,1626,378,Melatonin receptor type 1A,GPCR,P48039,MTNR1A,MTR1A_HUMAN,9.538,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
27383,2436,114,Muscarinic acetylcholine receptor M2,GPCR,P08172,CHRM2,ACM2_HUMAN,5.678,Ki,,PDSP,=,,,,,,,Tclin,,,Homo sapiens
35866,1364,312,Cytochrome P450 1A2,Enzyme,P05177,CYP1A2,CP1A2_HUMAN,5.882,IC50,"DRUGMATRIX: CYP450, 1A2 enzyme inhibition (substrate: 3-Cyano-7-ethoxycoumarin)",DRUG MATRIX,=,,,,,,,Tchem,,,Homo sapiens
186804,785,2206,Myotonin-protein kinase,Kinase,Q09013,DMPK,DMPK_HUMAN,5.89,Kd,Binding constant for DMPK kinase domain,CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
217154,2168,3940,Peptidyl-prolyl cis-trans isomerase FKBP1A,Enzyme,Q62658,Fkbp1a,FKB1A_RAT,8.22,IC50,Indirect measurement of primary target inhibition via rotamase inhibition,IUPHAR,=,,,,,INHIBITOR,,,,,Rattus norvegicus
163743,1602,2732,GABA-A receptor alpha-2/beta-3/gamma-2,Ion channel,P18507|P28472|P47869,GABRG2|GABRB3|GABRA2,GBRG2_HUMAN|GBRB3_HUMAN|GBRA2_HUMAN,,,,WOMBAT-PK,,,,,,,,Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin,,,Homo sapiens
222157,5202,2218,cAMP-dependent protein kinase catalytic subunit alpha,Kinase,P17612,PRKACA,KAPCA_HUMAN,5.44,Kd,"Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry.",CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
164857,2557,97,Multidrug resistance protein 1,Transporter,P08183,ABCB1,MDR1_HUMAN,,,,WOMBAT-PK,,,,,,,,Tchem,,,Homo sapiens
35651,1200,113,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,6.151,Ki,DRUGMATRIX: Muscarinic M1 radioligand binding (ligand: [3H] N-Methylscopolamine),DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
36839,2028,108,D(3) dopamine receptor,GPCR,P35462,DRD3,DRD3_HUMAN,6.837,Ki,DRUGMATRIX: Dopamine D3 radioligand binding (ligand: [3H] Spiperone),DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
219802,2144,4541,E3 ubiquitin-protein ligase XIAP,Unclassified,P98170,XIAP,XIAP_HUMAN,4.1,IC50,Inhibition of human IAP expressed in COS7 cells using CDP-star as substrate preincubated for 5 to 10 mins followed by substrate addition measured after 20 mins by luminescence-based assay,CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
183958,1207,2079,Solute carrier family 22 member 20,Transporter,Q80UJ1,Slc22a20,S22AK_MOUSE,4.0,Ki,Inhibition of mouse Oat6-mediated [3H]ES uptake in Xenopus oocytes after 1 hr,CHEMBL,=,,,,,,,,,,Mus musculus
186183,1282,574,"Phosphorylase b kinase gamma catalytic chain, liver/testis isoform",Kinase,P15735,PHKG2,PHKG2_HUMAN,5.57,Kd,Binding constant for PHKG2 kinase domain,CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
196881,852,80,Gamma-aminobutyric acid receptor subunit alpha-5,Ion channel,P31644,GABRA5,GBRA5_HUMAN,7.64,Kd,Binding affinity to GABAA alpha-5-beta-2-gamma-2 receptor,CHEMBL,=,,,,,,,Tclin,,,Homo sapiens
183735,2036,2891,Cyclooxygenase,Enzyme,P23219|P35354,PTGS1|PTGS2,PGH1_HUMAN|PGH2_HUMAN,,,Mechanism of Action; CHEMBL2094253; PROTEIN FAMILY,CHEMBL,,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1228,INHIBITOR,,Tclin|Tclin|Tclin|Tclin,,,Homo sapiens
183573,701,1842,Sodium-dependent serotonin transporter,Transporter,Q60857,Slc6a4,SC6A4_MOUSE,7.15,IC50,Inhibition of 5-HT transporter in NMRI albino mouse brain assessed as [3H]5-HT accumulation in hypothalamus after 5 mins,CHEMBL,=,,,,,,,,,,Mus musculus
189766,1757,117,Muscarinic acetylcholine receptor M5,GPCR,P08912,CHRM5,ACM5_HUMAN,9.68,Ki,Displacement of [3H]N-methylscopolamine from human muscarinic M5 receptor expressed in CHO cells after 120 mins by scintillation counting,CHEMBL,=,,,,,,,Tclin,,,Homo sapiens
214994,2152,139,Sodium channel protein type 3 subunit alpha,Ion channel,Q9NY46,SCN3A,SCN3A_HUMAN,,,Mechanism of Action,CHEMBL,,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL16,BLOCKER,,Tclin,,,Homo sapiens
38025,2855,816,Mitogen-activated protein kinase 3,Kinase,P27361,MAPK3,MK03_HUMAN,5.359,IC50,"DRUGMATRIX: Protein Serine/Threonine Kinase, ERK1 enzyme inhibition (substrate: Myelin Basic Protein)",DRUG MATRIX,=,,,,,,,Tchem,,,Homo sapiens
217762,5231,533,Tyrosine-protein kinase Lck,Kinase,P06239,LCK,LCK_HUMAN,6.55,Kd,Binding constant for LCK kinase domain,CHEMBL,=,,,,,,,Tclin,,,Homo sapiens
37988,2777,621,Thromboxane-A synthase,Enzyme,P24557,TBXAS1,THAS_HUMAN,5.395,IC50,DRUGMATRIX: Thromboxane Synthetase enzyme inhibition (substrate: PGH2),DRUG MATRIX,=,,,,,,,Tchem,,,Homo sapiens
27299,2558,172,Alpha-1B adrenergic receptor,GPCR,P35368,ADRA1B,ADA1B_HUMAN,5.41,Ki,,PDSP,=,,,,,,,Tclin,,,Homo sapiens
220474,1364,5158,N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D,Unclassified,Q6IQ20,NAPEPLD,NAPEP_HUMAN,5.01,IC50,,IUPHAR,=,,,,,INHIBITOR,,Tbio,,,Homo sapiens
187289,39,1898,"Sucrase-isomaltase, intestinal",Enzyme,P23739,Si,SUIS_RAT,6.4,IC50,Inhibition of rat intestinal sucrase using sucrose as substrate assessed as D-glucose release from substrate preincubated for 15 mins measured after 60 mins,CHEMBL,=,,,,,,,,,,Rattus norvegicus
183127,3514,3574,D-alanylalanine synthetase,Enzyme,P07862,ddlB,DDLB_ECOLI,4.7,IC50,Competitive inhibition of Escherichia coli DdlB using ATP as substrate,CHEMBL,=,,,,,,,,,,Escherichia coli (strain K12)
224161,5728,746,Cytoplasmic tyrosine-protein kinase BMX,Kinase,P51813,BMX,BMX_HUMAN,6.26,Ki,Inhibition of full length recombinant human His-tagged cytoplasmic BMX expressed in baculovirus expression system by KT236 probe based TR-FRET assay,CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
219375,4124,2475,Bromodomain-containing protein 4,Unclassified,O60885,BRD4,BRD4_HUMAN,8.0,IC50,Inhibition of BRD4 (unknown origin),CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
187978,4209,158,D(4) dopamine receptor,GPCR,P21917,DRD4,DRD4_HUMAN,5.08,Ki,Displacement of [3H]-YM-09151-2 (0.06 nM) from human Dopamine receptor D4 expressed in CHO cells,CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
219720,228,4542,E3 ubiquitin-protein ligase Mdm2,Nuclear other,Q00987,MDM2,MDM2_HUMAN,6.71,IC50,Inhibition of biotin-labelled D-p53 binding to D-MDM2 (25 to 109 residues) (unknown origin) by FAM labeled P4 peptide based fluorescence polarization assay,CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
219231,835,1858,Alpha-1A adrenergic receptor,GPCR,P18130,ADRA1A,ADA1A_BOVIN,6.42,EC50,Agonist activity at bovine recombinant alpha-1A receptor expressed in HEK293 cells coexpressing Gag-pol assessed as increase in intracellular calcium measured after 60 mins by fluo-4 dye based FLIPR assay,CHEMBL,=,,,,,,,,,,Bos taurus
219926,5306,708,High affinity nerve growth factor receptor,Kinase,P04629,NTRK1,NTRK1_HUMAN,8.96,IC50,,IUPHAR,=,,,,,INHIBITOR,,Tclin,,,Homo sapiens
221961,5209,5965,Mitotic checkpoint serine/threonine-protein kinase BUB1,Kinase,O43683,BUB1,BUB1_HUMAN,5.54,Kd,"Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry.",CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
187244,3535,2064,Serum albumin,Secreted,P02769,ALB,ALBU_BOVIN,4.38,IC50,Inhibition of glycation of bovine serum albumin assessed as advanced glycated end product measured after 7 days by spectrofluorimeter in presence of glucose anhydrous,CHEMBL,=,,,,,,,,,,Bos taurus
221801,5259,793,Serine/threonine-protein kinase 16,Kinase,O75716,STK16,STK16_HUMAN,6.3,Kd,"Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry.",CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
186505,3533,573,Ribosomal protein S6 kinase alpha-3,Kinase,P51812,RPS6KA3,KS6A3_HUMAN,5.66,Kd,Average Binding Constant for RPS6KA3 (Kin.Dom. 1); NA=Not Active at 10 uM,CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
215804,2863,99,Sodium-dependent noradrenaline transporter,Transporter,P23975,SLC6A2,SC6A2_HUMAN,5.027,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
182088,1574,2779,Glutamate NMDA receptor,Ion channel,P35439|Q00959|Q00960|Q00961|Q62645|Q8VHN2|Q9R1M7,Grin1|Grin2a|Grin2b|Grin2c|Grin2d|Grin3b|Grin3a,NMDZ1_RAT|NMDE1_RAT|NMDE2_RAT|NMDE3_RAT|NMDE4_RAT|NMD3B_RAT|NMD3A_RAT,5.92,IC50,Binding affinity against PCP binding site associated with N-methyl-D-aspartate glutamate receptor from rat synaptic plasma membrane(SPM) determined using [3H]TCP as radioligand.,CHEMBL,=,,,,,,,,,,Rattus norvegicus
164334,2796,170,Alpha-1D adrenergic receptor,GPCR,P25100,ADRA1D,ADA1D_HUMAN,7.9,Ki,,WOMBAT-PK,=,1.0,KEGG DRUG,,http://www.kegg.jp/entry/D01333,ANTAGONIST,,Tclin,,,Homo sapiens
223100,1358,6362,"Spike glycoprotein, S glycoprotein",Unclassified,P59594,S,SPIKE_SARS,6.3,Kd,,IUPHAR,=,,,,,,,,,,Severe acute respiratory syndrome coronavirus
215162,5110,3499,Beta-galactosidase,Enzyme,P16278,GLB1,BGAL_HUMAN,4.05,IC50,,CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
38446,4507,127,Glucocorticoid receptor,Nuclear hormone receptor,P04150,NR3C1,GCR_HUMAN,9.135,Ki,DRUGMATRIX: Glucocorticoid radioligand binding (ligand: [3H] Dexamethasone),DRUG MATRIX,=,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200845,AGONIST,,Tclin,,,Homo sapiens
163991,2784,366,Trace amine-associated receptor 1,GPCR,Q96RJ0,TAAR1,TAAR1_HUMAN,7.16,EC50,,WOMBAT-PK,=,1.0,SCIENTIFIC LITERATURE,,https://pubmed.ncbi.nlm.nih.gov/21073468,AGONIST,,Tclin,,377.0,Homo sapiens
34700,779,98,Sodium-dependent serotonin transporter,Transporter,P31645,SLC6A4,SC6A4_HUMAN,5.087,Ki,"DRUGMATRIX: Transporter, Serotonin (5-Hydroxytryptamine) (SERT) radioligand binding (ligand: [3H] Paroxetine)",DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
186950,597,2514,Solute carrier family 22 member 3,Transporter,O75751,SLC22A3,S22A3_HUMAN,6.39,IC50,Inhibition of human OCT3-mediated ASP+ uptake expressed in HEK293 cells after 3 mins by fluorescence assay,CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
184723,1353,1888,Protease,Enzyme,Q4U254,protease,Q4U254_9ENTO,7.0,Ki,The compound was tested for its affinity against HIV-2 protease,CHEMBL,=,,,,,,,,,,Human rhinovirus sp
186229,242,97,Multidrug resistance protein 1,Transporter,P08183,ABCB1,MDR1_HUMAN,6.11,IC50,Inhibition of human ABCB1-mediated rhodamine 123 efflux in mouse L5178 cells expressing human MDR1 after 20 mins by FACS analysis,CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
216939,5226,320,Synaptic vesicular amine transporter,Transporter,Q05940,SLC18A2,VMAT2_HUMAN,,,,UNKNOWN,,1.0,DRUG LABEL,,https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/208082s000lbl.pdf,INHIBITOR,,Tclin,,657.0,Homo sapiens
181505,1809,2600,"cAMP-specific 3',5'-cyclic phosphodiesterase 4A",Enzyme,O89085,PDE4A,PDE4A_CAVPO,5.33,Ki,Inhibition of Cavia porcellus (guinea pig) PDE3 isolated from heart using [3H]cAMP as substrate by two-step method,CHEMBL,=,,,,,,,,,,Cavia porcellus
183894,1752,2429,Pleiotropic ABC efflux transporter of multiple drugs,Transporter,P33302,PDR5,PDR5_YEAST,5.02,IC50,Inhibition of Pdr5p-mediated rhodamine 6G transport in Saccharomyces cerevisiae MKPDR5h plasma membrane by spectrofluorometric assay,CHEMBL,=,,,,,,,,,,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
218762,5347,2367,Megakaryocyte-associated tyrosine-protein kinase,Kinase,P42679,MATK,MATK_HUMAN,5.77,Kd,Binding constant for CTK kinase domain,CHEMBL,=,,,,,,,Tbio,,,Homo sapiens
188846,4881,2630,Orexin receptor type 1,GPCR,P58307,Hcrtr1,OX1R_MOUSE,8.77,Ki,Antagonist activity at mouse OX1 receptor expressed in CHO cells assessed as inhibition of orexin A-induced Ca2+ accumulation after 1 hr by Fluo-4-AM staining-based FLIPR assay,CHEMBL,=,,,,,,,,,,Mus musculus
222379,4185,2024,Protein-tyrosine kinase 6,Kinase,Q13882,PTK6,PTK6_HUMAN,5.85,Kd,"Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry.",CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
208824,133,2760,GABA A receptor alpha-2/beta-2/gamma-2,Ion channel,P18507|P47869|P47870,GABRG2|GABRA2|GABRB2,GBRG2_HUMAN|GBRA2_HUMAN|GBRB2_HUMAN,5.7,EC50,Effective concentration against GABA-evoked chloride currents mediated by human Gamma-aminobutyric acid GABA-A receptor alpha2-beta2-gamma2L expressed in Xenopus oocytes,CHEMBL,=,,,,,,,Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin,,,Homo sapiens
163556,176,95,Cytochrome P450 3A4,Enzyme,P08684,CYP3A4,CP3A4_HUMAN,6.22,Ki,,WOMBAT-PK,=,,,,,,,Tclin,,,Homo sapiens
37196,2286,115,Muscarinic acetylcholine receptor M3,GPCR,P20309,CHRM3,ACM3_HUMAN,8.382,Ki,DRUGMATRIX: Muscarinic M3 radioligand binding (ligand: [3H] N-Methylscopolamine),DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
221729,5419,698,Mitogen-activated protein kinase 10,Kinase,P53779,MAPK10,MK10_HUMAN,5.67,Kd,"Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry.",CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
187078,1932,533,Tyrosine-protein kinase Lck,Kinase,P06239,LCK,LCK_HUMAN,7.33,Kd,Binding constant for LCK kinase domain,CHEMBL,=,,,,,,,Tclin,,,Homo sapiens
185893,784,116,Muscarinic acetylcholine receptor M4,GPCR,P08173,CHRM4,ACM4_HUMAN,8.1,Ki,GRAC: human M4 antagonist,CHEMBL,=,,,,,,,Tclin,,,Homo sapiens
35451,1042,90,Alpha-2A adrenergic receptor,GPCR,P08913,ADRA2A,ADA2A_HUMAN,6.201,Ki,DRUGMATRIX: Alpha-2A adrenergic receptor radioligand binding (ligand: MK-912),DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
224061,1728,108,D(3) dopamine receptor,GPCR,P35462,DRD3,DRD3_HUMAN,5.68,Ki,Displacement of [3H]-N-methylspiperone from human dopamine D3 receptor expressed in HEK293 cell membranes incubated for 60 mins by microbeta scintillation counting analysis,CHEMBL,=,,,,,,,Tclin,,,Homo sapiens
185249,2544,674,Tyrosine-protein kinase HCK,Kinase,P08631,HCK,HCK_HUMAN,6.06,Kd,Binding constant for HCK kinase domain,CHEMBL,=,,,,,,,Tclin,,,Homo sapiens
183586,1148,505,Extracellular calcium-sensing receptor,GPCR,P41180,CASR,CASR_HUMAN,6.0,EC50,Positive allosteric modulation of human CaSR transfected in CHO cells after 5 hrs by luciferase reporter gene assay,CHEMBL,=,,,,,,,Tclin,,,Homo sapiens
182754,3631,1765,Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI,Enzyme,Q6GI75,fabI,FABI_STAAR,7.15,IC50,Inhibitory activity against Enoyl-ACP reductase FabI in Staphylococcus aureus,CHEMBL,=,,,,,,,,,,Staphylococcus aureus (strain MRSA252)
217002,642,3945,Voltage-dependent N-type calcium channel subunit alpha-1B,Ion channel,Q02294,Cacna1b,CAC1B_RAT,6.7,IC50,,IUPHAR,=,,,,,BLOCKER,,,,,Rattus norvegicus
220465,5460,249,Delta-type opioid receptor,GPCR,P41143,OPRD1,OPRD_HUMAN,8.59,Ki,,DRUG LABEL,=,,,https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/213378s000lbl.pdf,,PARTIAL AGONIST,,Tclin,3224.0,,Homo sapiens
216931,5218,2322,Cyclin-dependent kinase 4,Kinase,P11802,CDK4,CDK4_HUMAN,8.0,IC50,,SCIENTIFIC LITERATURE,=,1.0,DRUG LABEL,https://pubmed.ncbi.nlm.nih.gov/25941111,http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/209092s000lbl.pdf,INHIBITOR,,Tclin,651.0,650.0,Homo sapiens
181825,1741,2285,Alpha carbonic anhydrase,Enzyme,B5SU02,CA,B5SU02_9CNID,7.67,Ki,Inhibition of cloned Stylophora pistillata alpha-CA expressed in human HEK293 cells by stopped-flow CO2 assay,CHEMBL,=,,,,,,,,,,Stylophora pistillata
185753,1973,2494,Multidrug and toxin extrusion protein 1,Transporter,Q96FL8,SLC47A1,S47A1_HUMAN,4.46,IC50,Inhibition of human MATE1-mediated ASP+ uptake expressed in HEK293 cells after 1.5 mins by fluorescence assay,CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
217784,5231,915,Calcium/calmodulin-dependent protein kinase type 1G,Kinase,Q96NX5,CAMK1G,KCC1G_HUMAN,5.75,Kd,Binding constant for CAMK1G kinase domain,CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
217675,1893,2581,Protease,Enzyme,Q9YQ12,protease,Q9YQ12_9HIV1,10.15,Ki,Inhibition of wild-type HIV1 BH10 protease expressed in Escherichia coli by spectrophotometric assay,CHEMBL,=,,,,,,,,,,Human immunodeficiency virus 1
162927,1043,106,Alpha-1A adrenergic receptor,GPCR,P35348,ADRA1A,ADA1A_HUMAN,,,,WOMBAT-PK,,,,,,AGONIST,,Tclin,,,Homo sapiens
215271,3601,1026,Gamma-butyrobetaine dioxygenase,Enzyme,O75936,BBOX1,BODG_HUMAN,5.24,IC50,,CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
222586,5306,747,Serine/threonine-protein kinase Nek2,Kinase,P51955,NEK2,NEK2_HUMAN,6.61,Kd,"Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry.",CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
187721,4187,2264,Ephrin type-A receptor 1,Kinase,P21709,EPHA1,EPHA1_HUMAN,6.85,Kd,Binding constant for EPHA1 kinase domain,CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
162515,1797,269,Voltage-dependent T-type calcium channel subunit alpha-1H,Ion channel,O95180,CACNA1H,CAC1H_HUMAN,6.602,IC50,,WOMBAT-PK,=,1.0,SCIENTIFIC LITERATURE,,https://pubmed.ncbi.nlm.nih.gov/18974361,BLOCKER,,Tclin,,239.0,Homo sapiens
188895,4903,2068,Tyrosine-protein kinase BTK,Kinase,Q06187,BTK,BTK_HUMAN,6.51,Kd,Binding constant for BTK kinase domain,CHEMBL,=,,,,,,,Tclin,,,Homo sapiens
182568,2387,1964,Farnesyl pyrophosphate synthase,Enzyme,Q0GKD7,,Q0GKD7_LEIDO,7.77,Ki,Binding affinity towards Farnesyl diphosphate synthase from leishmania major,CHEMBL,=,,,,,,,,,,Leishmania donovani
224055,4174,191,ATP-binding cassette sub-family G member 2,Transporter,Q9UNQ0,ABCG2,ABCG2_HUMAN,5.82,IC50,Inhibition of human ABCG2 expressed in dog MDCK-II-BCRP cells mediated pheophorbide A efflux by flow cytometry,CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
186075,4118,847,ALK tyrosine kinase receptor,Kinase,Q9UM73,ALK,ALK_HUMAN,5.66,Kd,Binding constant for ALK kinase domain,CHEMBL,=,,,,,,,Tclin,,,Homo sapiens
182380,1057,2013,Estrogen receptor,Transcription factor,P19785,Esr1,ESR1_MOUSE,8.66,IC50,Inhibition of [3H]17-beta-estradiol binding to mouse ER alpha expressed in Escherichia coli,CHEMBL,=,,,,,,,,,,Mus musculus
35984,1529,1707,Aldose reductase,Enzyme,P07943,Akr1b1,ALDR_RAT,5.214,IC50,DRUGMATRIX: Aldose Reductase enzyme inhibition (substrate: DL-Glyceraldehyde),DRUG MATRIX,=,,,,,,,,,,Rattus norvegicus
215580,1707,116,Muscarinic acetylcholine receptor M4,GPCR,P08173,CHRM4,ACM4_HUMAN,7.955,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
180632,4957,546,Receptor tyrosine-protein kinase erbB-2,Kinase,P04626,ERBB2,ERBB2_HUMAN,,,,UNKNOWN,,1.0,DRUG LABEL,,http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/125409s104lbl.pdf,ANTIBODY BINDING,,Tclin,,217.0,Homo sapiens
217187,2620,3991,Adenosine receptor A2b,GPCR,Q60614,Adora2b,AA2BR_MOUSE,5.25,Ki,,IUPHAR,=,,,,,ANTAGONIST,,,,,Mus musculus
34244,654,74,Mu-type opioid receptor,GPCR,P35372,OPRM1,OPRM_HUMAN,6.035,Ki,"DRUGMATRIX: Opiate mu (OP3, MOP) radioligand binding (ligand: [3H] Diprenorphine)",DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
223763,4749,294,Estrogen receptor beta,Nuclear hormone receptor,Q92731,ESR2,ESR2_HUMAN,6.39,Ki,,IUPHAR,=,,,,,ANTAGONIST,,Tclin,,,Homo sapiens
37850,2637,170,Alpha-1D adrenergic receptor,GPCR,P25100,ADRA1D,ADA1D_HUMAN,8.686,Ki,DRUGMATRIX: Alpha-1D adrenergic receptor radioligand binding (ligand: prazosin),DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
219300,4716,669,Fibroblast growth factor receptor 3,Kinase,P22607,FGFR3,FGFR3_HUMAN,8.03,IC50,"Inhibition of recombinant FGFR3 (unknown origin) using poly (Glu,Tyr) 4:1 as substrate after 60 mins by ELISA",CHEMBL,=,,,,,,,Tclin,,,Homo sapiens
183797,1419,3455,Glutamate [NMDA] receptor subunit epsilon 2,Ion channel,Q00960,Grin2b,NMDE2_RAT,7.96,Ki,Displacement of [3H]ifenprodil from rat brain membrane NR2B receptor,CHEMBL,=,,,,,,,,,,Rattus norvegicus
219169,621,397,Potassium channel subfamily K member 2,Ion channel,O95069,KCNK2,KCNK2_HUMAN,5.57,IC50,Inhibition of of human TREK1 expressed in whole COS cells assessed as reduction in channel currents,CHEMBL,=,,,,,,,Tclin,,,Homo sapiens
188193,4310,161,Carbonic anhydrase 2,Enzyme,P00918,CA2,CAH2_HUMAN,6.48,Ki,Inhibition of human recombinant CA2 by stopped flow CO2 hydrase assay,CHEMBL,=,,,,,,,Tclin,,,Homo sapiens
163599,671,145,Cytochrome P450 2D6,Enzyme,P10635,CYP2D6,CP2D6_HUMAN,5.699,Ki,,WOMBAT-PK,=,,,,,,,Tclin,,,Homo sapiens
216378,3659,1749,5-hydroxytryptamine receptor 1A,GPCR,P19327,Htr1a,5HT1A_RAT,6.9,IC50,,CHEMBL,=,,,,,,,,,,Rattus norvegicus
36108,1588,1711,Alpha-1B adrenergic receptor,GPCR,P15823,Adra1b,ADA1B_RAT,7.174,Ki,DRUGMATRIX: Alpha-1B adrenergic receptor radioligand binding (ligand: prazosin),DRUG MATRIX,=,,,,,,,,,,Rattus norvegicus
217642,5229,4145,Purine nucleoside phosphorylase,Enzyme,P55859,PNP,PNPH_BOVIN,10.64,Ki,Inhibitory activity of compound against bovine purine nucleoside phosphorylase (PNP),CHEMBL,=,,,,,,,,,,Bos taurus
182469,1276,395,Peroxisome proliferator-activated receptor gamma,Nuclear hormone receptor,P37231,PPARG,PPARG_HUMAN,5.66,IC50,Displacement of [3H]BRL49653 from Homo sapiens (human) PPARgamma receptor by scintillation proximity assay,CHEMBL,=,,,,,,,Tclin,,,Homo sapiens
218355,5337,4256,Interleukin-23 subunit alpha,Cytokine,Q9NPF7,IL23A,IL23A_HUMAN,11.0,Kd,selectively binds to the p19 subunit of human IL-23,SCIENTIFIC LITERATURE,=,1.0,DRUG LABEL,https://pubmed.ncbi.nlm.nih.gov/25905918,https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/761105s000lbl.pdf,INHIBITOR,,Tclin,2693.0,2692.0,Homo sapiens
