id,struct_id,concept_id,relationship_name,concept_name,umls_cui,snomed_full_name,cui_semantic_type,snomed_conceptid
169909,1385,21012480,contraindication,Intestinal Angioedema,,,,
139732,2326,21001563,contraindication,Bradycardia,C0428977,Bradycardia,T046,48867003.0
143022,812,21001109,contraindication,Lowered convulsive threshold,C0234976,Lowered convulsive threshold,T033,19260006.0
138062,348,21003410,indication,Transfusion reaction due to serum protein reaction,C0036830,Transfusion reaction due to serum protein reaction,T047,72284000.0
160984,1575,21001919,indication,Bronchospasm,C0006266,Bronchospasm,T047,4386001.0
135919,419,21013551,contraindication,Operation on nose,C0188970,Operation on nose,T061,88733004.0
169895,3424,21001126,contraindication,Lesion of brain,C0221505,Lesion of brain,T047,301766008.0
171403,2751,21000886,contraindication,Leukopenia,C0023530,Leukopenia,T047,84828003.0
150924,4456,21001860,indication,Asthma,C0004096,Asthma,T047,195967001.0
148107,1612,21000705,indication,Mixed hyperlipidemia,C0020474,Mixed hyperlipidemia,T047,267434003.0
139101,1942,21001709,contraindication,Low blood pressure,C0020649,Low blood pressure,T033,45007003.0
152447,2328,21010769,contraindication,Jaundice,C0022346,Jaundice,T046,18165001.0
168079,2148,21000719,contraindication,Hemochromatosis,C0018995,Hemochromatosis,T047,399187006.0
168992,817,21001469,contraindication,Disorder of coronary artery,C1956346,Disorder of coronary artery,T047,414024009.0
158447,2279,21000775,contraindication,Hepatic porphyria,C0162533,Hepatic porphyria,T047,55056006.0
144806,2405,21001578,contraindication,Chronic heart failure,C0264716,Chronic heart failure,T047,48447003.0
171428,1189,21001589,contraindication,Decompensated cardiac failure,C0581377,Decompensated cardiac failure,T047,195111005.0
145365,1583,21001128,contraindication,Intracerebral Mass,,,,
156505,4293,21002899,indication,Postmenopausal osteoporosis,C0029458,Postmenopausal osteoporosis,T047,102447009.0
165004,1454,21002319,contraindication,Urethral stricture,C0041974,Urethral stricture,T190,76618002.0
153801,812,21002292,contraindication,Kidney disease,C0022658,Kidney disease,T047,90708001.0
171504,1386,21001763,contraindication,Nasal polyp,C0027430,Nasal polyp,T190,52756005.0
156129,2726,21002847,contraindication,Traumatic rupture of tendon,C0151937,Traumatic rupture of tendon,T037,415749005.0
133533,1816,21001072,contraindication,Serotonin syndrome,C0699828,Serotonin syndrome,T037,371089000.0
132687,5000,21000701,indication,Hypercholesterolemia,C0020443,Hypercholesterolemia,T047,13644009.0
140755,1426,21002591,indication,Infection of skin AND/OR subcutaneous tissue,C0178299,Infection of skin AND/OR subcutaneous tissue,T047,19824006.0
155665,1968,21002775,contraindication,Systemic lupus erythematosus,C0024141,Systemic lupus erythematosus,T047,55464009.0
137888,1981,21001370,indication,Staphylococcus Aureus Otitis Externa,,,,
133598,2715,21002202,contraindication,Disease of liver,C0023895,Disease of liver,T047,235856003.0
164622,2847,21003207,contraindication,Respiratory tract hemorrhage,C0235560,Respiratory tract hemorrhage,T047,95431003.0
163601,59,21001211,contraindication,Glaucoma,C0017601,Glaucoma,T047,23986001.0
146664,4349,21002808,indication,Juvenile rheumatoid arthritis,C3495559,Juvenile rheumatoid arthritis,T047,410795001.0
158984,1523,21001473,contraindication,Myocardial ischemia,C0151744,Myocardial ischemia,T047,414795007.0
137525,1399,21002292,contraindication,Kidney disease,C0022658,Kidney disease,T047,90708001.0
157606,1863,21002811,indication,Osteoarthritis,C0029408,Osteoarthritis,T047,396275006.0
147180,2120,21007034,contraindication,Anemia due to enzyme deficiency,C0272053,Anemia due to enzyme deficiency,T047,111577008.0
144579,2611,21002594,indication,Minor Bacterial Skin Infections,,,,
156268,2543,21002202,contraindication,Disease of liver,C0023895,Disease of liver,T047,235856003.0
161959,703,21001206,contraindication,Angle-closure glaucoma,C0017605,Angle-closure glaucoma,T047,392291006.0
157862,2253,21006439,contraindication,Ornithine Carbamyltransferase Deficiency,C0268542,Ornithine carbamoyltransferase deficiency,T047,80908008.0
159236,4350,21003053,contraindication,Seizure disorder,C0014544,Seizure disorder,T047,128613002.0
172808,4905,21001177,indication,Exudative age-related macular degeneration,C0271084,Exudative age-related macular degeneration,T047,414173003.0
172806,3572,40249140,indication,Sunscreen agent,C0038818,Sunscreen agent,T167,49663007.0
136319,867,21003247,contraindication,Severe diarrhea,C1443924,Severe diarrhea,T184,409587002.0
152265,701,21000505,contraindication,Pheochromocytoma,C0031511,Pheochromocytoma,T191,302835009.0
162263,640,21002434,indication,Inflammatory Disease of Female Pelvic Organs,,,,
167981,59,21001105,contraindication,Epilepsy,C0014544,Epilepsy,T047,84757009.0
168691,4161,21001902,contraindication,Interstitial pneumonia,C0206061,Interstitial pneumonia,T047,64667001.0
140045,2377,21000087,indication,Prevention of Meningococcal Meningitis,,,,
155903,995,21001460,contraindication,Angina pectoris,C0002962,Angina pectoris,T033,194828000.0
147977,1024,21001999,contraindication,Gastroesophageal reflux disease,C0017168,Gastroesophageal reflux disease,T047,235595009.0
163865,1059,21003454,indication,Contraception,C0700589,Contraception,T061,13197004.0
151413,864,21002202,contraindication,Disease of liver,C0023895,Disease of liver,T047,235856003.0
140168,678,21000110,indication,Bacterial septicemia,C0684256,Bacterial septicemia,T047,10001005.0
171165,968,4343717,contraindication,Uterine leiomyoma,C0042133,Uterine leiomyoma,T191,95315005.0
171043,2228,21002361,off-label use,Benign prostatic hyperplasia,C1739363,Benign prostatic hyperplasia,T047,266569009.0
150510,3344,21000697,contraindication,Deficiency of glucose-6-phosphate dehydrogenase,C2939465,Deficiency of glucose-6-phosphate dehydrogenase,T047,124134002.0
160281,2489,21003328,contraindication,Burn injury,C0006434,Burn injury,T037,48333001.0
147922,4129,21000733,contraindication,Hypercalcemia,C0020437,Hypercalcemia,T047,66931009.0
138615,966,21002361,contraindication,Benign prostatic hyperplasia,C1739363,Benign prostatic hyperplasia,T047,266569009.0
139007,4441,21003351,contraindication,Poisoning by digitalis glycoside,C0274726,Poisoning by digitalis glycoside,T037,12876009.0
136210,4350,21013442,contraindication,Chronic idiopathic constipation,C0267509,Chronic idiopathic constipation,T047,82934008.0
132741,4923,40249180,indication,Squamous cell carcinoma of lung,C0149782,Squamous cell carcinoma of lung,T191,254634000.0
137473,2031,21000907,contraindication,Thrombophilia,C0398623,Thrombophilia,T047,234467004.0
173401,2427,21002473,indication,Bacterial vaginosis,C0085166,Bacterial vaginosis,T047,419760006.0
134861,4456,21004387,indication,Synovitis,C0039103,Synovitis,T047,416209007.0
135386,2245,21013782,contraindication,Severe myopia,C0271183,Severe myopia,T047,34187009.0
152253,2146,21000962,contraindication,Psychotic disorder,C0033975,Psychotic disorder,T048,69322001.0
137403,1897,21001836,contraindication,Increased Bronchial Secretions,,,,
169832,1210,21000657,indication,Deficiency of testosterone biosynthesis,C0342527,Deficiency of testosterone biosynthesis,T047,38825009.0
147837,1217,21003118,indication,Eruption of skin,C0015230,Eruption of skin,T047,271807003.0
168609,1714,21001679,contraindication,Thrombophlebitis,C0040046,Thrombophlebitis,T047,64156001.0
156325,1519,21003333,indication,Burn Wound Infections,,,,
153090,4266,21013975,contraindication,BK Polyomavirus Reactivation Nephropathy,,,,
157547,968,21001686,contraindication,Deep venous thrombosis,C0149871,Deep venous thrombosis,T047,128053003.0
150399,934,21001689,contraindication,Thrombotic thrombocytopenic purpura,C0034155,Thrombotic thrombocytopenic purpura,T047,78129009.0
152254,2146,21001450,contraindication,Myocardial infarction in recovery phase,C1633725,Myocardial infarction in recovery phase,T201,418044006.0
160692,2342,21002510,indication,Atrophic vaginitis,C0221392,Atrophic vaginitis,T047,52441000.0
171199,4201,21000763,contraindication,Hyperchloremia,C0085679,Hyperchloremia,T047,74450001.0
155934,470,21002766,contraindication,Denuded skin,C1626417,Denuded skin,T033,418242004.0
162951,499,21000580,contraindication,Hyperthyroidism,C0020550,Hyperthyroidism,T047,34486009.0
153430,2684,21000772,indication,Synergy for P. Aeruginosa Infection in Cystic Fibrosis,,,,
133884,1962,4343717,contraindication,Uterine leiomyoma,C0042133,Uterine leiomyoma,T191,95315005.0
161359,2803,21001129,contraindication,Organic mental disorder,C0029227,Organic mental disorder,T048,111479008.0
156419,1587,21000600,off-label use,Diabetic retinopathy,C0011884,Diabetic retinopathy,T047,4855003.0
170282,2525,21013757,contraindication,Slow acetylator due to N-acetyltransferase enzyme variant,C1827377,Slow acetylator due to N-acetyltransferase enzyme variant,T047,425079005.0
148065,1218,21003452,contraindication,Breastfeeding (mother),C1623040,Breastfeeding (mother),T033,413712001.0
138619,925,21001804,indication,Pneumonia due to Streptococcus,C0155862,Pneumonia due to Streptococcus,T047,34020007.0
172174,1770,40249053,indication,Exfoliative Erythroderma,,,,
137820,1862,21000962,contraindication,Psychotic disorder,C0033975,Psychotic disorder,T048,69322001.0
160350,586,21001991,contraindication,Esophagitis,C0014868,Esophagitis,T047,16761005.0
154055,1481,21003277,contraindication,Azotemia,C0242528,Azotemia,T047,445009001.0
159337,1967,21009033,indication,Synergy for Nosocomial Pneumonia due to Pseudomonas Aeruginosa,,,,
175358,530,40249687,indication,Infection of biliary tract,C0920156,Infection of biliary tract,T047,846685008.0
154686,2029,21003053,contraindication,Seizure disorder,C0014544,Seizure disorder,T047,128613002.0
142568,2684,21002882,indication,E. Coli Osteomyelitis,,,,
138588,2366,21003338,contraindication,Traumatic injury,C3263723,Traumatic injury,T037,417746004.0
141344,419,21002084,indication,Crohn's disease,C0010346,Crohn's disease,T047,34000006.0
135895,2827,21000892,contraindication,Severe Granulocytopenia,,,,
154966,2271,21001149,contraindication,Myasthenia gravis,C0026896,Myasthenia gravis,T047,91637004.0
156288,868,21002013,contraindication,Gastric ulcer,C0038358,Gastric ulcer,T047,397825006.0
160128,3521,21000505,contraindication,Pheochromocytoma,C0031511,Pheochromocytoma,T191,302835009.0
171726,4439,21000725,contraindication,Hypophosphatemia,C0085682,Hypophosphatemia,T046,4996001.0
171102,1500,21001432,contraindication,Hypertensive disorder,C0020538,Hypertensive disorder,T047,38341003.0
134523,1064,21000640,indication,Female hypogonadism syndrome,C0271578,Female hypogonadism syndrome,T047,16041008.0
153074,2146,21001871,contraindication,Exacerbation of asthma,C0349790,Exacerbation of asthma,T033,281239006.0
157254,1201,21006272,contraindication,Measles,C0025007,Measles,T047,14189004.0
150542,1711,21000523,off-label use,Non-small cell lung cancer,C0007131,Non-small cell lung cancer,T191,254637007.0
137760,2326,21001086,contraindication,Spastic paralysis,C0085621,Spastic paralysis,T046,78403003.0
148366,229,21000863,contraindication,Blood coagulation disorder,C0005779,Blood coagulation disorder,T047,64779008.0
162724,4265,21013579,contraindication,Bacterial infection of eye,C0015404,Bacterial infection of eye,T047,128984004.0
150937,1768,21002677,indication,Granuloma annulare,C0085074,Granuloma annulare,T047,65508009.0
148356,198,21000094,indication,Sepsis due to Staphylococcus aureus,C2887088,Sepsis due to Staphylococcus aureus,T047,448417001.0
162567,4264,21001401,contraindication,Irritation of ear,C0423576,Irritation of ear,T033,162360008.0
144137,3424,21002231,contraindication,Gastrointestinal hemorrhage,C0017181,Gastrointestinal hemorrhage,T046,74474003.0
175047,4922,40249595,indication,Sepsis caused by Serratia,C2887097,Sepsis caused by Serratia,T047,449084002.0
134227,2286,21005429,indication,Seasonal allergic rhinitis,C0018621,Seasonal allergic rhinitis,T047,367498001.0
151959,2187,21002124,indication,Bacteroides Peritonitis,,,,
165210,441,21002361,contraindication,Benign prostatic hyperplasia,C1739363,Benign prostatic hyperplasia,T047,266569009.0
134698,1967,21002625,indication,Skin and Skin Structure Morganella Morganii Infection,,,,
154740,1386,21002104,contraindication,Paralytic ileus,C0030446,Paralytic ileus,T047,55525008.0
