id,descr,category,keyword
KW-0747,"Protein of the spliceosome, a very large complex of small nuclear RNA/protein particles (snRNPs) which assemble with pre-mRNA to achieve RNA splicing.",Cellular component,Spliceosome
KW-0975,"Bacterial protein present in a flagellum, a long hair-like cell surface appendage. The flagellar apparatus consists of the flagellar filament made of polymerized flagellin, the hook-like structure near the cell surface and a system of rings embedded in the cell enveloppe (the basal body or flagellar motor). The basal body and the hook anchor the whip-like filament to the cell surface. The flagellum is a rotating structure with switches propels the cell through a liquid medium.",Cellular component,Bacterial flagellum
KW-0967,"Protein found in or associated with endosomes. Endosomes are highly dynamic membrane systems involved in transport within the cell, they receive endocytosed cell membrane molecules and sort them for either degradation or recycling back to the cell surface. They also receive newly synthesised proteins destined for vacuolar/lysosomal compartments. In certain cell types, endosomal multivesicular bodies may fuse with the cell surface in an exocytic manner. These released vesicles are called exosomes.",Cellular component,Endosome
KW-0210,"Enzyme that belongs to the lyase family and which catalyzes the spliting of CO(2) from the carboxylic group of amino acids, beta-keto acids and alpha-keto acids.",Molecular function,Decarboxylase
KW-0973,"Protein whose function is c-di-GMP-dependent or which catalyzes its hydrolysis. c-di-GMP is the abbreviation for cyclic di-GMP, bis-(3'-5') cyclic diguanylic acid. It acts as a bacterial second messenger.",Ligand,c-di-GMP
KW-0818,"Protein encoded by a gene which has a triplet repeat expansion, i.e. the increase of triplet (trinucleotide) repeats within the gene sequence. The length of such repeats is frequently polymorphic, and there is often a correlation between repeat length and disease severity.",Coding sequence diversity,Triplet repeat expansion
KW-0330,"Protein present in the glyoxysome, a membrane-surrounded plant cell organelle, especially found in germinating seeds, and involved in the breakdown and conversion of fatty acids to acetyl-CoA for the glyoxylate bypass. Since it is also rich in catalase, the glyoxysome may be related to the microbodies or peroxisomes or derived from them.",Cellular component,Glyoxysome
KW-0065,"Protein which, if defective, causes atherosclerosis, which is characterized by deposits of plaques (atheromas) in the blood vessels, thus narrowing the vessel lumen and restricting blood flow. Atheromas consist of lipids (cholesterol), carbohydrates, blood products, fibrous tissue and calcium deposits.",Disease,Atherosclerosis
KW-1046,"Protein found in or associated with the host mitochondrion inner membrane, the membrane which separates the host mitochondrial matrix from the host mitochondrial intermembrane space.",Cellular component,Host mitochondrion inner membrane
KW-0763,"Protein involved in sulfate respiration, which is the use of sulfate (or other oxidized compounds of sulfur) as the terminal electron acceptor in the anaerobic respiratory metabolism of sulfate- or sulfur-reducing bacteria.",Biological process,Sulfate respiration
KW-0977,"Protein which, if defective, causes ichthyosis, any of a group of cutaneous disorders characterized by increased or aberrant keratinization and resulting in non-inflammatory scaling of the skin. Most ichthyoses are genetically determined, while some may be acquired and develop in association with various systemic diseases or be a prominent feature in certain genetic syndromes.",Disease,Ichthyosis
KW-1223,"Viral protein involved in the evasion of host innate defenses by inhibiting the TBK1 kinase. Upon viral infection, Toll-like receptors (TLRs) or DNA recognition receptors recognize foreign material and transmit the signal to TBK1 that in turn phosphorylates and activates IRF3 and IRF7. Once phosphorylated, IRF3 and/or IRF7 translocate into the nucleus to drive transcription of interferons. Several viruses including herpes simplex virus 1 or vaccinia virus interact directly with and inhibit TBK1 to prevent IRFs activation.",Biological process,Inhibition of host TBK1 by virus
KW-0270,"Protein involved in the synthesis of exopolysaccharide (EPS), a high molecular-weight polymer composed of saccharide subunits. An example is succinoglycan (EPS I) of Rhizobium meliloti, that is important for invasion of the nodules that it elicits on its host, Medicago sativa.",Biological process,Exopolysaccharide synthesis
KW-0359,"Protein that confers, on plants, bacteria or other microorganisms, the ability to withstand herbicide action. Herbicides are chemicals that selectively kill plants. Herbicide resistance occurs usually as a result of mutation or amplification of a gene, e.g. 3-phosphoshikimate 1-carboxyvinyltransferase.",Biological process,Herbicide resistance
KW-0802,Protein with at least one TPR repeat. The TPR repeat of typically 34 amino acids was first described in the yeast cell division control protein 23 (CDC23) and later found to occur in a large number of proteins. A function for this repeat seems to be protein-protein interaction.,Domain,TPR repeat
KW-0827,"Protein involved in the synthesis of the aromatic amino acid tyrosine. In microorganisms and plants, tyrosine is synthesized from chorismate via a simple pathway using prephenate as an intermediate. In rat, this nonessential amino acid is produced by hydroxylating the essential amino acid phenylalanine.",Biological process,Tyrosine biosynthesis
KW-1219,Protein which interferes with the function of ryanodine receptors (Ryr) which are a class of intracellular calcium channels in various forms of excitable animal tissue like muscles and neurons. These toxins are mostly found in scorpion and snake venom.,Molecular function,Ryanodine-sensitive calcium-release channel impairing toxin
KW-0505,"Protein that walks or slides along microtubules or microfilaments using the energy provided by ATP or GTP hydrolysis, e.g. dyneins, myosins and kinesins. Or protein which mediates motility by other non enzymatic processes, e.g. prestin, a bidirectional voltage-to-force converter.",Molecular function,Motor protein
KW-0374,"Protein sequenced from a hybridoma, an artificially produced hybrid cell line created by fusion of a lymphocyte and a myeloma cell. These cells can multiply indefinitely in culture and produce monoclonal antibodies.",Technical term,Hybridoma
KW-1115,Viral protein involved in the evasion of host adaptive immune response by inhibiting the presentation of loaded MHC class I molecules at the cell surface. Many viruses 'intercept' the loaded MHC class I molecules and retain them in the endoplasmic reticulum or target them to degradation in order to prevent presentation of the peptides at the cell surface.,Biological process,Inhibition of host MHC class I molecule presentation by virus
KW-0086,Protein which is a dimer of immunoglobulin light chains synthesized in large amounts by patients who have myeloma or bone marrow tumor. Bence-Jones protein is sufficiently small to be excreted by the kidney into urine.,Molecular function,Bence-Jones protein
KW-1150,Viral protein that forms an icosahedral capsid with a T=169 symmetry to protect the viral genome. The T=169 capsid is composed of 10140 subunits. Its diameter is about 165-190 nm.,Cellular component,T=169 icosahedral capsid protein
KW-0544,"Protein characteristic of the nucleosome, a repeating structural unit in chromatin that packages DNA to give the chromatin a 'beads-on-a-string' appearance. Each repeat consists of approximately 146 base pairs of DNA wound around a disk-shaped protein core which is composed of two of each of the nucleosomal histones H2A, H2B, H3 and H4.",Cellular component,Nucleosome core
KW-0315,Enzyme that catalyzes the removal of the ammonia group from glutamine and transfers it to a substrate to form a new carbon-nitrogen group. Glutamine amidotransferase (GATase) domains can occur either as single polypeptides or as domains in larger multifunctional proteins. There exist two classes of glutamine amidotransferases domains: I and II.,Domain,Glutamine amidotransferase
KW-0332,Protein involved in the synthesis of GMP. GMP is the abbreviation for the nucleotide guanosine 5'-monophosphate.,Biological process,GMP biosynthesis
KW-0826,"Protein which binds at least one tungsten atom, or protein whose function is tungsten-dependent. Tungsten is a metallic element, chemical symbol W.",Ligand,Tungsten
KW-1220,Protein which interferes with the function of voltage-gated potassium channels (Kv) which are membrane proteins forming a channel in a biological membrane selectively permeable to potassium ions and open in response to a change in membrane potential. They are mostly found in scorpion and spider venoms.,Molecular function,Voltage-gated potassium channel impairing toxin
KW-1102,"Viral protein involved in the evasion of the interferon pathway by inhibiting the interferon induced PKR/EIF2AK2 protein. During viral replication of RNA viruses, dsRNA is produced leading to the activation of the PKR/EIF2AK2 kinase. Once activated, PKR/EIF2AK2 autophosphorylates and catalyzes the phosphorylation of many substrates including the translation initiation factor EIF2S1, leading to the inhibition of the initiation of protein synthesis. Several viral proteins prevent PKR/EIF2AK2 activation by direct interaction while others target PKR/EIF2AK2 to degradation.",Biological process,Inhibition of host PKR by virus
KW-1015,"Protein which is modified by the formation of a bond between the thiol groups of two peptidyl-cysteine residues. The process of chemical oxidation that forms interchain disulfide bonds can produce stable, covalently linked protein dimers, multimers or complexes, whereas intrachain disulfide bonds can contribute to protein folding and stability. Depending on the protein environment, some disulfide bonds are more labile, forming transient redox-active disulfide bonds that are alternately reduced and oxidized in the course of an enzymatic reaction.",PTM,Disulfide bond
KW-0317,"Protein involved in the synthesis of the tripeptide glutathione (Gamma-Glu-Cys-Gly). Glutathione sulphydryl group is kept largely in the reduced state; this allows it to act as a sulphydryl buffer, reducing any disulphide bonds formed within cytoplasmic proteins to cysteines. Glutathione is also important as a cofactor for the enzyme glutathione peroxidase, in the uptake of amino acids and participates in leucotriene synthesis. Glutathione contains an unusual peptide linkage between the carboxyl group of the glutamate side chain and the amine group of cysteine.",Biological process,Glutathione biosynthesis
KW-0440,"Protein which contains at least one LIM domain, a conserved cysteine-rich domain of approximately 60 amino acids with seven conserved cysteines and a histidine. The LIM domain binds two zinc ions and seems to be involved in protein-protein interactions.",Domain,LIM domain
KW-0720,"Proteolytic enzyme with a serine residue (Ser) in its active site. The reactivity of the serine residue is ensured by the vicinity of a histidine and an aspartate residue (catalytic triad), all three residues are required for the charge relay system to take place.",Molecular function,Serine protease
KW-1260,"Viral protein that is expressed by a prokaryotic virus, integrated or not, to help protect the host cell from superinfection, a process by which a cell that has previously been infected by one virus subsequently gets coinfected with a different strain of the virus, or another virus. Superinfection exclusion can be achieved for example by expressing viral enzymes that alter a portion of a surface receptor thereby blocking entry of incoming viruses with this receptor specificity. Exclusion protein can also target and block the ejection and/or DNA delivery by new incoming phages.",Biological process,Superinfection exclusion
KW-0552,"Protein involved in olfaction, the process of smelling.",Biological process,Olfaction
KW-0969,"Protein found in or associated with a cilium, a cell surface projection found at the surface of a large proportion of eukaryotic cells. The two basic types of cilia, motile (alternatively named flagella) and non-motile, collectively perform a wide variety of functions broadly encompassing cell/fluid movement and sensory perception. Their most prominent structural component is the axoneme which consists of nine doublet microtubules, with all motile cilia - except those at the embryonic node - containing an additional central pair of microtubules. The axonemal microtubules of all cilia nucleate and extend from a basal body, a centriolar structure most often composed of a radial array of nine triplet microtubules. In most cells, basal bodies associate with cell membranes and cilia are assembled as 'extracellular' membrane-enclosed compartments.",Cellular component,Cilium
KW-0758,Protein which is a source of nutrients for the development or growth of an organism.,Molecular function,Storage protein
KW-1103,Viral protein involved in the disruption of host pre-mRNA processing. Viruses have evolved ways of interacting with the cellular RNA splicing machinery and regulate splicing of cellular pre-mRNAs as a part of the mechanism for shutting down the synthesis of host proteins. This global inhibition of cellular protein synthesis serves to ensure maximal viral gene expression and to evade host immune response.,Biological process,Inhibition of host pre-mRNA processing by virus
KW-0588,"Proteins which acts as a pheromone. Pheromones are odours of conspecifics which elicit an adaptive behavioral response, e.g. insect sex pheromones. Generally, they are comprised of mixtures of compounds and behavioral responsiveness to them is largely instinctual, sexually-dimorphic, and attributable to a specialized component(s) of the olfactory system.",Molecular function,Pheromone
KW-0913,"Protein which, if defective, causes age-related macular degeneration (ARMD), the most common cause of irreversible vision loss in the developed world. In most patients, the disease is manifest as ophthalmoscopically visible yellowish accumulations of protein and lipid (known as drusen) that lie beneath the retinal pigment epithelium and within an elastin-containing structure known as Bruch's membrane. ARMD is likely to be a mechanistically heterogeneous group of disorders, and the specific disease mechanisms that underlie the vast majority of cases are currently unknown. However, a number of studies have suggested that both genetic and environmental factors are likely to play a role.",Disease,Age-related macular degeneration
KW-0989,"Protein which, if defective, causes craniosynostosis, the premature closure of one or more cranial sutures which results in an abnormal head shape. Different types of craniosynostosis are known. All are characterized by skull deformities, with face and often limb involvement in the syndromic forms.",Disease,Craniosynostosis
KW-1098,Viral protein involved in the inhibition of host cell cycle progression by preventing cells to exit mitosis.,Biological process,Inhibition of host mitotic exit by virus
KW-0978,"Protein that confers, on insect vectors and pests, the ability to withstand insecticide action. Insecticides are chemicals that selectively kill insects. Insecticide resistance usually occurs by two broad mechanisms. The first is where the insect may produce large amounts of enzymes, such as esterases which either break down the insecticide molecule or bind to it so tightly that it cannot function (a process known as sequestration). The second mechanism involves mutation of the insecticide target site, such as the acetylcholinesterase enzyme in the nervous system. This effectively blocks the action of the insecticide.",Biological process,Insecticide resistance
KW-0577,"Protein involved in the synthesis of poly(3-hydroxyalkanoates) (PHA). In Pseudomonas oleovorans large amounts of this polyester are synthesized when cells are grown under nitrogen-limiting conditions. When nitrogen is further supplied in the medium, the accumulated PHA is degraded.",Biological process,PHA biosynthesis
KW-1036,"Protein found in or associated with host cytoplasmic vesicles, which mediate vesicular transport among the organelles of host secretory and endocytic systems.",Cellular component,Host cytoplasmic vesicle
KW-1065,"Protein which, if defective, causes osteogenesis imperfecta, a bone disorder characterized by low bone mass, and brittle, osteoporotic and easily fractured bones. It may also present with blue sclerae, loose joints, and imperfect dentin formation.",Disease,Osteogenesis imperfecta
KW-0984,"Protein which, if defective, causes congenital hypothyroidism, a condition due to thyroid hormones deficiency, presenting at birth. Congenital hypothyroidism occurs when the thyroid gland fails to develop or function properly. In most cases, the thyroid gland is absent, abnormally located, or severely reduced in size. In the remaining cases, a normal-sized or enlarged thyroid gland is present, but production of thyroid hormones is decreased or absent. If untreated, congenital hypothyroidism can lead to mental retardation and growth failure.",Disease,Congenital hypothyroidism
KW-1176,"Viral protein that allows the active transport of viral components along cytoskeletal filaments toward the intracellular replication sites during virus entry. Viruses such as adenoviruses, adeno-associated virus, vaccinia virus, poliovirus, canine parvovirus, African swine fever virus, rabies virus, human herpes virus 1, foamy virus are thought to use active intracellular transport of viral components.",Biological process,Cytoplasmic inwards viral transport
KW-0196,"Protein that confers, on an organism, the ability to withstand cycloheximide, an antibiotic produced by Streptomyces griseus, which inhibits eukaryotic elongation during protein synthesis. The resistance is often due to mutations that prevent antibiotic binding to the protein.",Biological process,Cycloheximide resistance
KW-0091,"Protein involved in the process by which mineral crystals are deposited in an organized fashion in the matrix (either cellular or extracellular) of living organisms. Such process give rise to inorganic-based structures such as bone, tooth, ivory, shells, cuticles, corals or bacterial magnetosomes.",Biological process,Biomineralization
KW-0787,"Protein found in, or associated with, the thick filaments which are formed by bipolar myosin-II filaments (12-14 nm in diameter, 1.6 mm long) found striated muscle. Myosin filaments elsewhere are often referred to as 'thick filaments', although their length may be considerably less. The myosin heads project from the thick filament in a regular fashion.",Cellular component,Thick filament
KW-0650,Protein which inhibits the activity of a protein phosphatase.,Molecular function,Protein phosphatase inhibitor
KW-1154,Viral protein that is a component of the intermediate layer of a triple concentric icosahedral capsid. Intermediate capsids are part of reoviridae virions.,Cellular component,Intermediate capsid protein
KW-0792,"Protein which, if defective, causes thrombophilia, a disorder of hemostasis in which the individuals are prone to serious spontaneous thrombosis.",Disease,Thrombophilia
KW-0663,"Protein which uses at least one pyridoxal phosphate as cofactor or protein required for its synthesis. This coenzyme, derived from vitamin B6, is important in amino acid metabolism, e.g., in reactions involving transamination, decarboxylation, racemization, elimination or replacement.",Ligand,Pyridoxal phosphate
KW-0905,"Protein which, if defective, causes primary microcephaly. This is a neurodevelopmental condition characterized by a head circumference more than 3 standard deviations below the age-related mean, and absence of other syndromic features or significant neurological deficits. Brain weight is markedly reduced and the cerebral cortex is disproportionately small. Primary microcephaly is also known as true microcephaly or microcephaly vera.",Disease,Primary microcephaly
KW-0682,"Protein which, if defective, causes retinitis pigmentosa, a hereditary progressive degeneration of the neuroepithelium of the retina,.",Disease,Retinitis pigmentosa
KW-0953,"Protein which, if defective, causes lacrimo-auriculo-dento-digital syndrome. Lacrimo-auriculo-dento-digital syndrome, a form of ectodermal dysplasia, is an autosomal dominant multiple congenital anomaly. It is characterized by aplastic/hypoplastic lacrimal and salivary glands and ducts, cup-shaped ears, hearing loss, hypodontia and enamel hypoplasia, and distal limb segments anomalies. In addition to these cardinal features, facial dysmorphism, malformations of the kidney and respiratory system and abnormal genitalia have been reported. Craniosynostosis and severe syndactyly are not observed.",Disease,Lacrimo-auriculo-dento-digital syndrome
KW-1196,"Viral protein allowing host innate defense evasion by methylating the first and second ribonucleotide of viral mRNAs (cap1 and cap2). These methylations allow viral RNA to escape cellular antiviral process mediated by host IFIT proteins which degrade non cap1-methylated mRNAs. Also prevents IFIH1/MDA5 sensor activation by cap0 mRNAs, which would trigger interferon beta synthesis.",Biological process,IFIT mRNA restriction evasion by virus
KW-0892,"Protein involved in osteogenesis, the mechanism of bone formation wether intramembranous or endochondral. In intramembranous ossification, bone is formed by differentiation of mesenchymal cells into osteoblasts with absence of a cartilaginous model. The flat bones of the skull, the sternum, and the scapula are examples of bones that develop by intramembranous ossification. The term endochondral refers to the close association of the developing bone with the pre-existing hyaline cartilage model of that bone. The long bones of the limbs (including the phalanges) and the ribs develop by endochondral ossification.",Biological process,Osteogenesis
KW-1064,"Protein involved in adaptive immunity. Vertebrates can develop a broad and almost infinite repertoire of antigen-specific receptors, which allows vertebrates to recognize almost any potential pathogen or toxin and to mount antigen-specific responses to it. Two types of adaptive immunity systems have evolved in vertebrates in order to generate immune receptor diversity. The jawed vertebrates strategy uses the V(D)JC recombination to achieve combinatorial diversity of immunoglobulin-based B cell receptors and T cell receptors. The jawless vertebrate strategy uses the somatic rearrangements of variable leucine-rich cassettes in the variable lymphocyte receptors (VLRs). The hallmarks of an adaptive immune system is the production of antigen-specific recognition receptor by somatic gene rearrangement. The long life of some antigen-primed cytotoxic lymphocytes and plasma cells provide protective memory to prevent reinvasion.",Biological process,Adaptive immunity
KW-0118,"Viral protein involved in the assembly of the capsid. In most cases virion assembly is spontaneous, but viruses like adenoviruses, herpesviruses, microviruses and tailed bacteriophages need the help of scaffolding proteins to assemble their capsid. Maturation steps that remove the scaffolding proteins and induce structural changes in the assembled capsid are also often part of the assembly process.",Biological process,Viral capsid assembly
KW-0776,Protein that function as a natural sweetener or flavor enhancer. TMPs are found in the fruit or seed of several plants and show no primary sequence similarity. TMPs interact with taste receptors in a potent and specific manner. TMPs are natural and have been used by some cultures for centuries. West Africans have long used TMPs to improve flavor and suppress bitterness of food and drink.,Molecular function,Taste-modifying protein
KW-0368,Protein involved in the synthesis of the weakly basic amino acid histidine.,Biological process,Histidine biosynthesis
KW-1093,Viral protein involved in the evasion of host innate defense by inhibiting the interferon regulatory factor-7 (IRF7) protein. Viral infection triggers the phosphorylation and activation of IRF7. The activated IRF7 migrates to the nucleus leading to the transcriptional activation of the IFN-alpha and IFN-beta genes. Some viral proteins prevent IRF7 phosphorylation and nuclear activation. Ebola virus VP35 interacts with IRF7 and hijacks the cellular SUMOylation machinery for its advantage to increase IRF7 SUMOylation thereby disabling its activity.,Biological process,Inhibition of host IRF7 by virus
KW-0903,"Protein, whose amino acid sequence has been partially (more than one residue) or completely determined experimentally by Edman degradation or by mass spectrometry.",Technical term,Direct protein sequencing
KW-1029,"Protein which is involved in the formation, organization or maintenance of the fimbrium, a long hair-like cell surface appendage. The flagellar apparatus consists of the flagellar filament made of polymerized flagellin, the hook-like structure near the cell surface and a system of rings embedded in the cell enveloppe (the basal body or flagellar motor). The basal body and the hook anchor the whip-like filament to the cell surface. The flagellum is a rotating structure whose switches propels the cell through a liquid medium.",Biological process,Fimbrium biogenesis
KW-1193,Viral protein involved in inhibiting the host translational machinery to shutoff cellular gene expression. This gives virus transcripts a competitive edge to use the hijacked translation machinery. Preventing the expression of host proteins is also a strategy to counteract the antiviral response. Several virus are known to inhibit host translation mostly by inactivating translation factors.,Biological process,Eukaryotic host translation shutoff by virus
KW-0744,"Protein involved in sperm cell development. A process whereby primordial germ cells form mature spermatozoa, which includes spermatocytogenesis (successive mitotic and meiotic divisions) and spermiogenesis (a metamorphic change).",Biological process,Spermatogenesis
KW-0049,"Protein capable of counteracting the damaging effects of oxidation, e.g. by trapping free radicals generated during the metabolic burst and possibly inhibiting ageing. Scavengers of highly reactive and harmful oxygen species.",Molecular function,Antioxidant
KW-0762,Protein involved in the transfer of sugars across a biological membrane by a carrier protein.,Biological process,Sugar transport
KW-0508,Protein involved in the process by which nonsense sequences or intervening sequences (introns) are removed from pre-mRNA to generate a functional mRNA (messenger RNA) that contains only exons.,Biological process,mRNA splicing
KW-0754,Protein which binds steroids.,Ligand,Steroid-binding
KW-0192,"Protein involved in crown gall tumor formation, a plant tumor caused by the bacterium Agrobacterium tumefaciens.",Disease,Crown gall tumor
KW-0193,"Protein which is a component of the cuticle, the outer protective layer produced by epidermal cells that covers the body of many invertebrates.",Cellular component,Cuticle
KW-0231,"Protein involved in actively packaging the replicated viral genome into a protective shell or envelope. Such packaging proteins are present for example in adenoviruses, herpesviruses and tailed bacteriophages. In bacteriophages, the packaging proteins complex is involved in recognizing and selecting a neo-synthesized viral genome in order to translocate it into a pre-assembled empty procapsid. DNA cleavage is sometimes coupled to genome packaging as well as maturation steps that induce structural changes in the assembled capsid.",Biological process,Viral genome packaging
KW-1010,"Protein which, if defective, causes inability to hear in the absence of other clinical signs and symptoms. Most forms of non-syndromic deafness are associated with permanent hearing loss caused by damage to structures in the inner ear.",Disease,Non-syndromic deafness
KW-0898,"Protein which, if defective, causes cataract, a partial or complete ocular opacity that affects the crystalline lens or its capsule, leading to impaired vision or blindness. The many types of cataract are classified by their morphology (size, shape, location) or etiology (cause and time of occurrence). Cataracts may occur as an isolated anomaly, as part of generalized ocular developmental defects, or as a component of a multisystem disorder.",Disease,Cataract
KW-0923,"Protein which, if defective, causes Fanconi anemia. Fanconi anemia is a rare recessive disorder characterized by progressive pancytopenia, hypoplasia of the bone marrow and patchy brown discoloration of the skin, due to melanin deposition. It is associated with multiple congenital anomalies of the musculoskeletal and genitourinary systems.",Disease,Fanconi anemia
KW-0339,"Protein which, by binding to a cell-surface receptor, triggers an intracellular signal-transduction pathway leading to differentiation, proliferation, or other cellular response.",Molecular function,Growth factor
KW-0377,"Protein characteristic of the hydrogenosome, a redox organelle of anaerobic unicellular eukaryotes which contains hydrogenase and produces hydrogen and ATP by glycolysis. They are found in various unrelated eukaryotes, such as anaerobic flagellates, chytridiomycete fungi and ciliates. Most hydrogenosomes lack a genome, but some like that of the anaerobic ciliate Nyctotherus ovalis, have retained a rudimentary genome.",Cellular component,Hydrogenosome
KW-0389,"Protein binding to immunoglobulin E, the antibody class involved in local inflammatory reactions, reactions to parasites, and also in allergic responses.",Ligand,IgE-binding protein
KW-0152,"Protein involved in the synthesis of cholesterol, the major sterol of higher animals. It is a component of cell membranes, especially of the plasma membrane.",Biological process,Cholesterol biosynthesis
KW-0324,"Protein involved in the anaerobic enzymatic conversion of glucose to lactate or pyruvate, resulting in energy stored in the form of adenosine triphosphate (ATP), as occurs in skeletal muscle and in embryonic tissue.",Biological process,Glycolysis
KW-0058,"Protein involved in the breakdown of aromatic hydrocarbons. Aromatic hydrocarbons are compounds which only contain carbon and hydrogen, examples include the common pollutants benzene and naphthalene.",Biological process,Aromatic hydrocarbons catabolism
KW-0461,"Protein involved in malaria, a human disease caused by Plasmodium, a parasitic protozoan that grows by sexual reproduction in the Anopheles mosquito.",Disease,Malaria
KW-0599,"Luminescent proteins, which are involved in the phenomenon of light emission in certain living organisms. E.g., green fluorescent protein which is unique among fluorescent proteins in that its chromophore is not a separately synthesized prostethic group but is composed of modified amino acid residues within its polypeptide chain.",Molecular function,Photoprotein
KW-0796,"Protein which is a component of the tight junction or are associated with it. These specialized regions of the plasma membrane prevent the diffusion of dissolved molecules between adjacent epithelial cells, seal off body cavities such as intestine or stomach lumen and prevent the diffusion of membrane proteins and glycolipids between the apical and basolateral regions of the plasma membrane.",Cellular component,Tight junction
KW-1018,Protein involved in the complement activation lectin pathway which activates the proteins of the complement system. This pathway can be activated mainly by mannose-binding lectin (MBL) interacting with carbohydrate structures on microbial surfaces and by ficolins with different fine carbohydrate binding specificity.,Biological process,Complement activation lectin pathway
KW-0245,"Protein containing at least one EGF-like domain, a sequence of about thirty to forty amino-acid residues long found in the sequence of epidermal growth factor (EGF). It has been shown to be present, in a more or less conserved form, in a large number of proteins. The EGF-like domain contains six cysteines which form disulfide bonds within the domain (C1-C3, C2-C4, C5-C6).",Domain,EGF-like domain
KW-0420,"Protein containing at least one kringle domain, a triple-looped, disulfide cross-linked domain of approximately 80 amino acids in length and involved in protein-protein interactions.",Domain,Kringle
KW-0742,"Protein involved in an SOS response, which implies the coordinated activation of diverse unlinked genes (ca. 20 in E.coli) involved in DNA repair, error-prone DNA replication, etc., in response to severe DNA damage. The SOS system is tightly regulated and its expression only occurs when absolutely required.",Biological process,SOS response
KW-0576,"Protein found in or associated with the peroxisome, a small eukaryotic organelle limited by a single membrane, specialized for carrying out oxidative reactions. Contains mainly peroxidases, several other oxidases and catalase. The catalase regulates the contents of the produced toxic hydrogen peroxide thus protecting the cell. Beta-oxidation of fatty acids is another major function of peroxisomes. In plants and fungi this degradation occurs only in this cellular compartment.",Cellular component,Peroxisome
KW-0856,"Protein which, if defective, causes Williams-Beuren syndrome (WBS), a contiguous gene deletion syndrome involving genes from chromosome band 7q11.23. It is a rare developmental autosomal dominant disorder characterized by cardiovascular abnormalities, elfin face, mental and statural deficiency, characteristic dental malformation, and infantile hypercalcemia.",Disease,Williams-Beuren syndrome
KW-0002,"Protein, or part of a protein, whose three-dimensional structure has been resolved experimentally (for example by X-ray crystallography or NMR spectroscopy) and whose coordinates are available in the PDB database. Can also be used for theoretical models.",Technical term,3D-structure
KW-0005,Protein involved in the synthesis of acetoin (3-hydroxy-2-butanone). Acetoin is a component of the butanediol cycle (butanediol fermentation) in microorganisms.,Biological process,Acetoin biosynthesis
KW-0235,"Protein involved in DNA replication, i.e. the duplication of DNA by making a new copy of an existing molecule. The parental double-stranded DNA molecule is replicated semi conservatively, i.e. each copy contains one of the original strands paired with a newly synthesized strand that is complementary in terms of AT and GC base pairing.",Biological process,DNA replication
KW-0088,"Protein involved in degradation of bile acids. Bile acids, which exist mainly as bile salts, are a family of carboxylic acid derivatives of cholesterol which play an important role in the digestion and absorption of fat. They are made in the liver, stored in the gallblader, and secreted as needed into the intestines.",Biological process,Bile acid catabolism
KW-0077,Protein involved in the synthesis of bacteriochlorophylls. These photosynthetic pigments are magnesium-porphyrin complexes with a long hydrophobic terpenoid side chain (the alcohol phytol). Biosynthesis of bacteriochlorophyll is a light-independent reaction.,Biological process,Bacteriochlorophyll biosynthesis
KW-9998,Keywords assigned to proteins because they are found in a specific cellular or extracellular component.,,
KW-0533,"Protein which binds at least one nickel atom, or protein whose function is nickel-dependent. Nickel is a metal, chemical symbol Ni.",Ligand,Nickel
KW-0809,"Proteins which have an N-terminal presequence which directs them to an organelle (chloroplast, mitochondria, microbody, cyanelle). The transit peptide is required for their transport across the relevant membranes from their site of synthesis in the cytoplasm.",Domain,Transit peptide
KW-0962,"Protein which is involved in the formation, organization and maintenance of the peroxisome. The peroxisome is a small eukaryotic organelle limited by a single membrane, specialized for carrying out oxidative reactions.",Biological process,Peroxisome biogenesis
KW-0167,"Structural protein of the virion that protects the nucleic acids of the virus. In prokaryotic viruses, this closed shell is also referred to as the head.",Cellular component,Capsid protein
KW-0893,Protein involved in the synthesis of thyroid hormones.,Biological process,Thyroid hormones biosynthesis
KW-1038,"Protein whose subcellular location is the host endoplasmic reticulum (ER), which is an extensive network of membrane tubules, vesicles and flattened cisternae (sac-like structures) found throughout the eukaryotic host cell, especially those responsible for the production of hormones and other secretory products.",Cellular component,Host endoplasmic reticulum
KW-0385,Protein which is posttranslationally modified on at least one lysine residue to form hypusine (N-epsilon-(4-aminobutyl)lysine). This spermidine-dependent reaction is catalyzed by deoxyhypusine synthase and deoxyhypusine hydroxylase. eIF-5A is the only protein in eukaryotes and archaebacteria known to contain hypusine.,PTM,Hypusine
KW-0164,Protein which is posttranslationally modified by the deimination of one or more arginine residues.,PTM,Citrullination
KW-1090,"Viral protein involved in the evasion of host innate immune response. Upon viral infection, the innate immune system initially defends the host in a non-specific manner. Many viral proteins interact with and inhibit components the host innate system to replicate more efficiently.",Biological process,Inhibition of host innate immune response by virus
KW-0717,"Protein involved in septation, the formation of a separating wall (septum) between daughter cells during cell division.",Biological process,Septation
KW-0507,"Protein involved in the processing of the primary mRNA transcript to yield a functional mRNA. This includes 5' capping, 3' cleavage and polyadenylation, as well as mRNA splicing and RNA editing.",Biological process,mRNA processing
KW-0639,Component of the complex involved in the synthesis of RNA primer sequences used in DNA replication. Main components are primases and replicative DNA helicases that move as a unit along the replication fork.,Cellular component,Primosome
KW-0028,"Protein involved in the synthesis of naturally-occuring amino acids. In addition to their use for protein biosynthesis, they are the precursors of many molecules such as purines, pyrimidines, histamines, adrenaline and melanin.",Biological process,Amino-acid biosynthesis
