id,code,chemical_substance,l1_code,l1_name,l2_code,l2_name,l3_code,l3_name,l4_code,l4_name,chemical_substance_count
1346,C07FB03,atenolol and nifedipine,C,CARDIOVASCULAR SYSTEM,C07,BETA BLOCKING AGENTS,C07F,"BETA BLOCKING AGENTS, OTHER COMBINATIONS",C07FB,Beta blocking agents and calcium channel blockers,2
3969,N05BA25,mexazolam,N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05B,ANXIOLYTICS,N05BA,Benzodiazepine derivatives,1
1320,C07AG02,carvedilol,C,CARDIOVASCULAR SYSTEM,C07,BETA BLOCKING AGENTS,C07A,BETA BLOCKING AGENTS,C07AG,Alpha and beta blocking agents,1
4280,P01BF05,artenimol and piperaquine,P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01,ANTIPROTOZOALS,P01B,ANTIMALARIALS,P01BF,"Artemisinin and derivatives, combinations",2
1460,C09DX06,"candesartan, amlodipine and hydrochlorothiazide",C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09D,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS",C09DX,"Angiotensin II receptor blockers (ARBs), other combinations",3
4694,R06AD08,oxomemazine,R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AD,Phenothiazine derivatives,1
2252,H01CC54,"relugolix, estradiol and norethisterone",H,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",H01,PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,H01C,HYPOTHALAMIC HORMONES,H01CC,Anti-gonadotropin-releasing hormones,3
2822,J07AL02,"pneumococcus, purified polysaccharides antigen conjugated",J,ANTIINFECTIVES FOR SYSTEMIC USE,J07,VACCINES,J07A,BACTERIAL VACCINES,J07AL,Pneumococcal vaccines,0
3318,L04AC04,rilonacept,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L04,IMMUNOSUPPRESSANTS,L04A,IMMUNOSUPPRESSANTS,L04AC,Interleukin inhibitors,1
3040,L01EX12,larotrectinib,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01E,PROTEIN KINASE INHIBITORS,L01EX,Other protein kinase inhibitors,1
5336,V09IX09,gallium (68Ga) edotreotide,V,VARIOUS,V09,DIAGNOSTIC RADIOPHARMACEUTICALS,V09I,TUMOUR DETECTION,V09IX,Other diagnostic radiopharmaceuticals for tumour detection,1
975,C01CA15,gepefrine,C,CARDIOVASCULAR SYSTEM,C01,CARDIAC THERAPY,C01C,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,C01CA,Adrenergic and dopaminergic agents,1
2686,J05AH04,laninamivir,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AH,Neuraminidase inhibitors,1
5048,S03AA08,chloramphenicol,S,SENSORY ORGANS,S03,OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS,S03A,ANTIINFECTIVES,S03AA,Antiinfectives,1
3264,L04AA06,mycophenolic acid,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L04,IMMUNOSUPPRESSANTS,L04A,IMMUNOSUPPRESSANTS,L04AA,Selective immunosuppressants,1
5050,S03BA01,dexamethasone,S,SENSORY ORGANS,S03,OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS,S03B,CORTICOSTEROIDS,S03BA,Corticosteroids,1
3673,N02AE01,buprenorphine,N,NERVOUS SYSTEM,N02,ANALGESICS,N02A,OPIOIDS,N02AE,Oripavine derivatives,1
3697,N02AX05,meptazinol,N,NERVOUS SYSTEM,N02,ANALGESICS,N02A,OPIOIDS,N02AX,Other opioids,1
856,B05CA01,cetylpyridinium,B,BLOOD AND BLOOD FORMING ORGANS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05C,IRRIGATING SOLUTIONS,B05CA,Antiinfectives,1
3100,L01FX21,naxitamab,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01F,MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES,L01FX,Other monoclonal antibodies and antibody drug conjugates,1
370,A07EA05,tixocortol,A,ALIMENTARY TRACT AND METABOLISM,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07E,INTESTINAL ANTIINFLAMMATORY AGENTS,A07EA,Corticosteroids acting locally,1
4838,S01BB03,fluorometholone and mydriatics,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01B,ANTIINFLAMMATORY AGENTS,S01BB,Corticosteroids and mydriatics in combination,1
4085,N06AB07,alaproclate,N,NERVOUS SYSTEM,N06,PSYCHOANALEPTICS,N06A,ANTIDEPRESSANTS,N06AB,Selective serotonin reuptake inhibitors,0
3506,M03BB53,"chlorzoxazone, combinations excl. psycholeptics",M,MUSCULO-SKELETAL SYSTEM,M03,MUSCLE RELAXANTS,M03B,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",M03BB,"Oxazol, thiazine, and triazine derivatives",1
1944,G01AB01,acetarsol,G,GENITO URINARY SYSTEM AND SEX HORMONES,G01,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,G01A,"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",G01AB,Arsenic compounds,1
2244,H01CB03,lanreotide,H,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",H01,PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,H01C,HYPOTHALAMIC HORMONES,H01CB,Somatostatin and analogues,1
4321,P02CX03,moxidectin,P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P02,ANTHELMINTICS,P02C,ANTINEMATODAL AGENTS,P02CX,Other antinematodals,1
4361,R01AA04,phenylephrine,R,RESPIRATORY SYSTEM,R01,NASAL PREPARATIONS,R01A,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,R01AA,"Sympathomimetics, plain",1
2354,J01CE07,clometocillin,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01C,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",J01CE,Beta-lactamase sensitive penicillins,1
2254,H02AA02,fludrocortisone,H,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,H02A,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",H02AA,Mineralocorticoids,1
323,A06AX07,plecanatide,A,ALIMENTARY TRACT AND METABOLISM,A06,DRUGS FOR CONSTIPATION,A06A,DRUGS FOR CONSTIPATION,A06AX,Other drugs for constipation,1
2253,H02AA01,aldosterone,H,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,H02A,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",H02AA,Mineralocorticoids,1
2517,J01MA09,sparfloxacin,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01M,QUINOLONE ANTIBACTERIALS,J01MA,Fluoroquinolones,1
1090,C02DA01,diazoxide,C,CARDIOVASCULAR SYSTEM,C02,ANTIHYPERTENSIVES,C02D,"ARTERIOLAR SMOOTH MUSCLE, AGENTS ACTING ON",C02DA,Thiazide derivatives,1
4255,P01AX10,fumagillin,P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01,ANTIPROTOZOALS,P01A,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,P01AX,Other agents against amoebiasis and other protozoal diseases,1
3538,M05BA02,clodronic acid,M,MUSCULO-SKELETAL SYSTEM,M05,DRUGS FOR TREATMENT OF BONE DISEASES,M05B,DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION,M05BA,Bisphosphonates,1
3782,N02CD06,rimegepant,N,NERVOUS SYSTEM,N02,ANALGESICS,N02C,ANTIMIGRAINE PREPARATIONS,N02CD,Calcitonin gene-related peptide (CGRP) antagonists,1
592,A12CC08,magnesium pidolate,A,ALIMENTARY TRACT AND METABOLISM,A12,MINERAL SUPPLEMENTS,A12C,OTHER MINERAL SUPPLEMENTS,A12CC,Magnesium,1
3812,N03AF04,eslicarbazepine,N,NERVOUS SYSTEM,N03,ANTIEPILEPTICS,N03A,ANTIEPILEPTICS,N03AF,Carboxamide derivatives,1
1786,D07XC05,fluocortolone,D,DERMATOLOGICALS,D07,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS",D07X,"CORTICOSTEROIDS, OTHER COMBINATIONS",D07XC,"Corticosteroids, potent, other combinations",1
1271,C05BA53,"heparin, combinations",C,CARDIOVASCULAR SYSTEM,C05,VASOPROTECTIVES,C05B,ANTIVARICOSE THERAPY,C05BA,Heparins or heparinoids for topical use,1
2708,J05AP56,"sofosbuvir, velpatasvir and voxilaprevir",J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AP,Antivirals for treatment of HCV infections,3
1966,G01AF14,propenidazole,G,GENITO URINARY SYSTEM AND SEX HORMONES,G01,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,G01A,"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",G01AF,Imidazole derivatives,1
5193,V08AA10,diodone,V,VARIOUS,V08,CONTRAST MEDIA,V08A,"X-RAY CONTRAST MEDIA, IODINATED",V08AA,"Watersoluble, nephrotropic, high osmolar X-ray contrast media",1
3356,M01AB03,tolmetin,M,MUSCULO-SKELETAL SYSTEM,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AB,Acetic acid derivatives and related substances,1
2243,H01CB02,octreotide,H,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",H01,PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,H01C,HYPOTHALAMIC HORMONES,H01CB,Somatostatin and analogues,1
3175,L01XX77,adagrasib,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS,L01XX,Other antineoplastic agents,1
3515,M03BX05,thiocolchicoside,M,MUSCULO-SKELETAL SYSTEM,M03,MUSCLE RELAXANTS,M03B,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",M03BX,Other centrally acting agents,1
5124,V03AF10,sodium levofolinate,V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AF,Detoxifying agents for antineoplastic treatment,1
517,A10BK07,luseogliflozin,A,ALIMENTARY TRACT AND METABOLISM,A10,DRUGS USED IN DIABETES,A10B,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10BK,Sodium-glucose co-transporter 2 (SGLT2) inhibitors,1
4663,R06AA54,"clemastine, combinations",R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AA,Aminoalkyl ethers,1
1817,D08AJ08,benzethonium chloride,D,DERMATOLOGICALS,D08,ANTISEPTICS AND DISINFECTANTS,D08A,ANTISEPTICS AND DISINFECTANTS,D08AJ,Quaternary ammonium compounds,1
1232,C04AX19,suloctidil,C,CARDIOVASCULAR SYSTEM,C04,PERIPHERAL VASODILATORS,C04A,PERIPHERAL VASODILATORS,C04AX,Other peripheral vasodilators,1
183,A03BB03,methylscopolamine,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03B,"BELLADONNA AND DERIVATIVES, PLAIN",A03BB,"Belladonna alkaloids, semisynthetic, quaternary ammonium compounds",1
3749,N02BF02,pregabalin,N,NERVOUS SYSTEM,N02,ANALGESICS,N02B,OTHER ANALGESICS AND ANTIPYRETICS,N02BF,Gabapentinoids,1
3648,N02AA05,oxycodone,N,NERVOUS SYSTEM,N02,ANALGESICS,N02A,OPIOIDS,N02AA,Natural opium alkaloids,1
401,A08AA62,bupropion and naltrexone,A,ALIMENTARY TRACT AND METABOLISM,A08,"ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS",A08A,"ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS",A08AA,Centrally acting antiobesity products,2
3211,L03AA02,filgrastim,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L03,IMMUNOSTIMULANTS,L03A,IMMUNOSTIMULANTS,L03AA,Colony stimulating factors,1
4603,R05CB09,letosteine,R,RESPIRATORY SYSTEM,R05,COUGH AND COLD PREPARATIONS,R05C,"EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPPRESSANTS",R05CB,Mucolytics,1
3270,L04AA21,efalizumab,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L04,IMMUNOSUPPRESSANTS,L04A,IMMUNOSUPPRESSANTS,L04AA,Selective immunosuppressants,1
2036,G03AA13,norelgestromin and ethinylestradiol,G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,G03AA,"Progestogens and estrogens, fixed combinations",2
3858,N04BA07,foslevodopa and decarboxylase inhibitor,N,NERVOUS SYSTEM,N04,ANTI-PARKINSON DRUGS,N04B,DOPAMINERGIC AGENTS,N04BA,Dopa and dopa derivatives,1
591,A12CC07,magnesium levulinate,A,ALIMENTARY TRACT AND METABOLISM,A12,MINERAL SUPPLEMENTS,A12C,OTHER MINERAL SUPPLEMENTS,A12CC,Magnesium,1
334,A07AA09,vancomycin,A,ALIMENTARY TRACT AND METABOLISM,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07A,INTESTINAL ANTIINFECTIVES,A07AA,Antibiotics,1
4831,S01BA11,desonide,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01B,ANTIINFLAMMATORY AGENTS,S01BA,"Corticosteroids, plain",1
4864,S01CB03,hydrocortisone,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01C,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,S01CB,Corticosteroids/antiinfectives/mydriatics in combination,1
993,C01CX06,angiotensinamide,C,CARDIOVASCULAR SYSTEM,C01,CARDIAC THERAPY,C01C,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,C01CX,Other cardiac stimulants,1
3355,M01AB02,sulindac,M,MUSCULO-SKELETAL SYSTEM,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AB,Acetic acid derivatives and related substances,1
1880,D10AF51,"clindamycin, combinations",D,DERMATOLOGICALS,D10,ANTI-ACNE PREPARATIONS,D10A,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,D10AF,Antiinfectives for treatment of acne,1
917,C01AA01,acetyldigitoxin,C,CARDIOVASCULAR SYSTEM,C01,CARDIAC THERAPY,C01A,CARDIAC GLYCOSIDES,C01AA,Digitalis glycosides,1
4021,N05CD12,doxefazepam,N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05C,HYPNOTICS AND SEDATIVES,N05CD,Benzodiazepine derivatives,1
1330,C07BB06,bevantolol and thiazides,C,CARDIOVASCULAR SYSTEM,C07,BETA BLOCKING AGENTS,C07B,BETA BLOCKING AGENTS AND THIAZIDES,C07BB,"Beta blocking agents, selective, and thiazides",1
3027,L01EN03,infigratinib,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01E,PROTEIN KINASE INHIBITORS,L01EN,Fibroblast growth factor receptor (FGFR) tyrosine kinase inhibitors,1
4276,P01BF01,artemether and lumefantrine,P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01,ANTIPROTOZOALS,P01B,ANTIMALARIALS,P01BF,"Artemisinin and derivatives, combinations",2
3997,N05CA15,methohexital,N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05C,HYPNOTICS AND SEDATIVES,N05CA,"Barbiturates, plain",1
68,A02BA03,famotidine,A,ALIMENTARY TRACT AND METABOLISM,A02,DRUGS FOR ACID RELATED DISORDERS,A02B,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02BA,H2-receptor antagonists,1
1166,C03BA13,fenquizone,C,CARDIOVASCULAR SYSTEM,C03,DIURETICS,C03B,"LOW-CEILING DIURETICS, EXCL. THIAZIDES",C03BA,"Sulfonamides, plain",1
3986,N05CA02,amobarbital,N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05C,HYPNOTICS AND SEDATIVES,N05CA,"Barbiturates, plain",1
2378,J01DB06,cefazedone,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01D,OTHER BETA-LACTAM ANTIBACTERIALS,J01DB,First-generation cephalosporins,1
3853,N04BA02,levodopa and decarboxylase inhibitor,N,NERVOUS SYSTEM,N04,ANTI-PARKINSON DRUGS,N04B,DOPAMINERGIC AGENTS,N04BA,Dopa and dopa derivatives,1
1201,C03EA13,bendroflumethiazide and potassium-sparing agents,C,CARDIOVASCULAR SYSTEM,C03,DIURETICS,C03E,DIURETICS AND POTASSIUM-SPARING AGENTS IN COMBINATION,C03EA,Low-ceiling diuretics and potassium-sparing agents,1
1930,D11AX52,"gamolenic acid, combinations",D,DERMATOLOGICALS,D11,OTHER DERMATOLOGICAL PREPARATIONS,D11A,OTHER DERMATOLOGICAL PREPARATIONS,D11AX,Other dermatologicals,1
4730,R06AX27,desloratadine,R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AX,Other antihistamines for systemic use,1
5044,S03AA04,chlorhexidine,S,SENSORY ORGANS,S03,OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS,S03A,ANTIINFECTIVES,S03AA,Antiinfectives,1
1116,C02LA50,combination of rauwolfia alkaloids and diuretics incl. other combinations,C,CARDIOVASCULAR SYSTEM,C02,ANTIHYPERTENSIVES,C02L,ANTIHYPERTENSIVES AND DIURETICS IN COMBINATION,C02LA,Rauwolfia alkaloids and diuretics in combination,0
620,A16AB01,alglucerase,A,ALIMENTARY TRACT AND METABOLISM,A16,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,A16A,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,A16AB,Enzymes,1
2024,G03AA01,etynodiol and ethinylestradiol,G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,G03AA,"Progestogens and estrogens, fixed combinations",2
622,A16AB03,agalsidase alfa,A,ALIMENTARY TRACT AND METABOLISM,A16,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,A16A,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,A16AB,Enzymes,1
1847,D09AA08,aluminium chlorohydrate,D,DERMATOLOGICALS,D09,MEDICATED DRESSINGS,D09A,MEDICATED DRESSINGS,D09AA,Medicated dressings with antiinfectives,1
43,A02AA02,magnesium oxide,A,ALIMENTARY TRACT AND METABOLISM,A02,DRUGS FOR ACID RELATED DISORDERS,A02A,ANTACIDS,A02AA,Magnesium compounds,1
624,A16AB05,laronidase,A,ALIMENTARY TRACT AND METABOLISM,A16,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,A16A,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,A16AB,Enzymes,1
4848,S01BC09,pranoprofen,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01B,ANTIINFLAMMATORY AGENTS,S01BC,"Antiinflammatory agents, non-steroids",1
3397,M01AE51,"ibuprofen, combinations",M,MUSCULO-SKELETAL SYSTEM,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AE,Propionic acid derivatives,1
441,A10AE56,insulin degludec and liraglutide,A,ALIMENTARY TRACT AND METABOLISM,A10,DRUGS USED IN DIABETES,A10A,INSULINS AND ANALOGUES,A10AE,"Insulins and analogues for injection, long-acting",2
3172,L01XX73,sotorasib,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01X,OTHER ANTINEOPLASTIC AGENTS,L01XX,Other antineoplastic agents,1
1045,C01EB06,fosfocreatine,C,CARDIOVASCULAR SYSTEM,C01,CARDIAC THERAPY,C01E,OTHER CARDIAC PREPARATIONS,C01EB,Other cardiac preparations,1
4825,S01BA05,triamcinolone,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01B,ANTIINFLAMMATORY AGENTS,S01BA,"Corticosteroids, plain",1
306,A06AG04,glycerol,A,ALIMENTARY TRACT AND METABOLISM,A06,DRUGS FOR CONSTIPATION,A06A,DRUGS FOR CONSTIPATION,A06AG,Enemas,1
1809,D08AH03,oxyquinoline,D,DERMATOLOGICALS,D08,ANTISEPTICS AND DISINFECTANTS,D08A,ANTISEPTICS AND DISINFECTANTS,D08AH,Quinoline derivatives,1
377,A07EC04,balsalazide,A,ALIMENTARY TRACT AND METABOLISM,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07E,INTESTINAL ANTIINFLAMMATORY AGENTS,A07EC,Aminosalicylic acid and similar agents,1
1764,D07CB03,fluorometholone and antibiotics,D,DERMATOLOGICALS,D07,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS",D07C,"CORTICOSTEROIDS, COMBINATIONS WITH ANTIBIOTICS",D07CB,"Corticosteroids, moderately potent, combinations with antibiotics",1
5323,V09IA09,technetium (99mTc) tilmanocept,V,VARIOUS,V09,DIAGNOSTIC RADIOPHARMACEUTICALS,V09I,TUMOUR DETECTION,V09IA,Technetium (99mTc) compounds,1
1305,C07AB01,practolol,C,CARDIOVASCULAR SYSTEM,C07,BETA BLOCKING AGENTS,C07A,BETA BLOCKING AGENTS,C07AB,"Beta blocking agents, selective",1
4275,P01BE05,artenimol,P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01,ANTIPROTOZOALS,P01B,ANTIMALARIALS,P01BE,"Artemisinin and derivatives, plain",1
5082,V03AB17,methylthioninium chloride,V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AB,Antidotes,1
1215,C04AC07,ciclonicate,C,CARDIOVASCULAR SYSTEM,C04,PERIPHERAL VASODILATORS,C04A,PERIPHERAL VASODILATORS,C04AC,Nicotinic acid and derivatives,1
1573,D01AC20,imidazoles/triazoles in combination with corticosteroids,D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AC,Imidazole and triazole derivatives,0
3005,L01EG02,everolimus,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01E,PROTEIN KINASE INHIBITORS,L01EG,Mammalian target of rapamycin (mTOR) kinase inhibitors,1
1842,D09AA03,nitrofural,D,DERMATOLOGICALS,D09,MEDICATED DRESSINGS,D09A,MEDICATED DRESSINGS,D09AA,Medicated dressings with antiinfectives,1
5366,V10XA03,iodine (131I) omburtamab,V,VARIOUS,V10,THERAPEUTIC RADIOPHARMACEUTICALS,V10X,OTHER THERAPEUTIC RADIOPHARMACEUTICALS,V10XA,Iodine (131I) compounds,0
5289,V09EX03,xenon (133Xe) gas,V,VARIOUS,V09,DIAGNOSTIC RADIOPHARMACEUTICALS,V09E,RESPIRATORY SYSTEM,V09EX,Other respiratory system diagnostic radiopharmaceuticals,1
4122,N06AX27,esketamine,N,NERVOUS SYSTEM,N06,PSYCHOANALEPTICS,N06A,ANTIDEPRESSANTS,N06AX,Other antidepressants,1
3956,N05BA11,prazepam,N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05B,ANXIOLYTICS,N05BA,Benzodiazepine derivatives,1
548,A11HA01,nicotinamide,A,ALIMENTARY TRACT AND METABOLISM,A11,VITAMINS,A11H,OTHER PLAIN VITAMIN PREPARATIONS,A11HA,Other plain vitamin preparations,1
2580,J01XX09,daptomycin,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01X,OTHER ANTIBACTERIALS,J01XX,Other antibacterials,1
2952,L01CE02,irinotecan,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01C,PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS,L01CE,Topoisomerase 1 (TOP1) inhibitors,1
4994,S01XA19,"limbal stem cells, autologous",S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01X,OTHER OPHTHALMOLOGICALS,S01XA,Other ophthalmologicals,0
310,A06AG11,"sodium lauryl sulfoacetate, incl. combinations",A,ALIMENTARY TRACT AND METABOLISM,A06,DRUGS FOR CONSTIPATION,A06A,DRUGS FOR CONSTIPATION,A06AG,Enemas,0
4545,R03DA03,proxyphylline,R,RESPIRATORY SYSTEM,R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03D,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03DA,Xanthines,1
4484,R03AK11,formoterol and fluticasone,R,RESPIRATORY SYSTEM,R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03A,"ADRENERGICS, INHALANTS",R03AK,"Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics",3
1961,G01AF07,isoconazole,G,GENITO URINARY SYSTEM AND SEX HORMONES,G01,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,G01A,"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",G01AF,Imidazole derivatives,1
1778,D07XB03,fluprednidene,D,DERMATOLOGICALS,D07,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS",D07X,"CORTICOSTEROIDS, OTHER COMBINATIONS",D07XB,"Corticosteroids, moderately potent, other combinations",1
384,A07XA04,racecadotril,A,ALIMENTARY TRACT AND METABOLISM,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07X,OTHER ANTIDIARRHEALS,A07XA,Other antidiarrheals,1
